Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1-score
41,0.04008402020619843,0.9831952743074416,0.9768952521358752,0.976124665708657,0.9762948035560096
42,0.041524927059688195,0.9815996740901684,0.9814016713944188,0.980949810781695,0.981072887210221
43,0.038232868269721734,0.9851643128734383,0.9847050310068357,0.9843485656345876,0.9844532331288625
44,0.034844938573051376,0.9845192829983704,0.9859826081582849,0.984753281592772,0.984988448764547
45,0.03465518392117042,0.9840439978272678,0.9848183800974672,0.9847961548236024,0.984806589760193
46,0.035046553635565664,0.9844174361759913,0.9857964955264096,0.9857656717293326,0.9857798405758998
47,0.033885266000125924,0.9846890277023357,0.986648329205378,0.9864807523696704,0.986541456506586
48,0.034078989610653115,0.9859790874524715,0.9903047610206183,0.9902957208040306,0.9903001247145568
49,0.03354431974939649,0.9859111895708854,0.9877865748179411,0.9874883675369985,0.9875821804641802
50,0.0321971821158891,0.9859451385116784,0.9823454182043427,0.9821160196892667,0.9821924618504524
51,0.03645935230036878,0.9842476914720261,0.9880246628830126,0.9880654042034653,0.9880416261460074
52,0.031418617573649145,0.986420423682781,0.989458582792976,0.989412820293627,0.9894331374654897
53,0.02816828136081091,0.9868278109722977,0.9907168944798397,0.9907181509262223,0.9907175203297771
54,0.03041183689566616,0.986386474741988,0.9917755945745077,0.9914910338256887,0.9915825580232625
55,0.030478095508137914,0.9873370450841934,0.9830777906725694,0.982487428201958,0.9826350952721785
56,0.02901457832480327,0.9872691472026073,0.9782208596216332,0.9774457711383925,0.9776175604794629
57,0.030847075395904987,0.9865222705051603,0.9822679381754428,0.9809093830310585,0.9811534329995213
58,0.031232546611102696,0.9864543726235742,0.9868149300461185,0.9866578563651365,0.9867155755164413
59,0.029615395991576646,0.9879481260184683,0.9860846080101289,0.9856045165177398,0.9857346797027888
60,0.026920428516071553,0.9893060836501901,0.9901132826880281,0.9897737509386102,0.9898773211060239
61,0.0277070094214148,0.9889326453014666,0.9901867931619227,0.9902706618814903,0.9902002029997221
62,0.02702961319048245,0.9886610537751223,0.9885819691960169,0.9884341932492298,0.9884893522319849
63,0.02476518542086331,0.9890005431830526,0.9873134103472784,0.9871904780849985,0.9872379630421658
64,0.03409001337669157,0.9864883215643672,0.9912644782384455,0.9913477509179638,0.991275794950643
65,0.02575301035117158,0.9885931558935361,0.9904541205426323,0.9904256163992317,0.9904388222735367
66,0.03081735747845278,0.9874728408473655,0.9859890690774609,0.9858706823887264,0.9859166477159982
67,0.02508200731315664,0.9891702878870179,0.9780334203739847,0.9757458696961215,0.9762022623976849
68,0.02903717430879519,0.9882876154263986,0.9889132763949259,0.9889980745854834,0.9889126118021567
69,0.027692365393985986,0.9880499728408474,0.9902406151540525,0.9901081969364338,0.990158841021761
70,0.02724674334671339,0.9880839217816404,0.9929511130583977,0.9928212493940912,0.9928712936466261
71,0.0309270366501795,0.9883894622487779,0.9865925153791258,0.9861738687701587,0.9862926401263485
72,0.025194404257157122,0.9887968495382944,0.9939907022853618,0.9938157092312064,0.9938792967949897
73,0.02439684346486871,0.9900869092884302,0.9931309802828373,0.9931989165962117,0.9931522443970018
74,0.024778500792430408,0.989917164584465,0.9901744772312029,0.9898918009370616,0.9899825483913207
75,0.0224477025045368,0.990664041281912,0.9934854421609338,0.9935164520501649,0.9934992075171059
76,0.022207900970452554,0.9911393264530146,0.9933487611043494,0.9933734591203285,0.9933600580222808
77,0.04443485509966226,0.9830934274850625,0.9863900164267998,0.9863547279792821,0.9863707817530569
78,0.03699100501137016,0.9841118957088539,0.9893910802659276,0.9893367397615864,0.9893604913924234
79,0.02901784678836192,0.9876086366105378,0.9852914582150185,0.985075708007113,0.9851491890004214
80,0.031464087490865905,0.9869296577946768,0.9932705763553701,0.9933419095260481,0.9932913609762758
81,0.027358649480953796,0.9884573601303639,0.9917785158050462,0.9918554877020184,0.9917968812815974
82,0.030265642618383975,0.9892721347093971,0.9876393196976561,0.9877045895496376,0.987660239274794
83,0.026883600616068478,0.9897474198804997,0.988869887792011,0.9888814503116508,0.9888754547179466
84,0.026606938831745426,0.9892721347093971,0.989527692582823,0.9896107640333542,0.9895379372445687
85,0.020935601457732624,0.9914788158609451,0.9867524645707624,0.9867561443704795,0.98675428328429
86,0.020660014447308004,0.9914448669201521,0.9945795142896117,0.9945122796163214,0.9945410517148164
87,0.021005284857330025,0.9912751222161869,0.9938501133763691,0.9937277831024162,0.9937755060275646
88,0.020145213654374904,0.9914788158609451,0.9881249279822141,0.9877035697940627,0.9878234112797513
89,0.020150400047630027,0.9914448669201521,0.9873025294198949,0.9873844346287574,0.987313406999939
90,0.02150242420711277,0.9915806626833242,0.9941947184696202,0.9941934344289046,0.9941940740591455
91,0.02088370849311154,0.9914109179793591,0.9943292448787268,0.9942184353558672,0.9942624521179755
92,0.01900182661145873,0.9922256925583922,0.9929559525771456,0.9929300732627202,0.9929421521486133
93,0.022791557991728606,0.9917164584464965,0.985573916925041,0.9855701734697992,0.9855720240616082
94,0.023283420725753297,0.9912751222161869,0.9920629735290183,0.9920864647562228,0.9920737673487917
95,0.022521355641958715,0.9919541010320478,0.9863036650381268,0.9857672134451071,0.9859074986898602
96,0.021023863386079096,0.9923954372623575,0.9954901963286277,0.9954712606587656,0.9954802587612576
97,0.01946820069391601,0.9922935904399782,0.9926199744008976,0.9922768980686352,0.9923819014509251
98,0.019328164491231647,0.9918522542096686,0.9978983480082334,0.997934999793729,0.9979142085729956
99,0.01976933195332641,0.9923954372623575,0.9882873609758953,0.9881639241911192,0.9882116334367689
100,0.018317949368890064,0.9927349266702878,0.9946448117115825,0.9946473561497988,0.9946460743616963
