batch_size,learning_rate,seq_len,final_acc,final_loss,precision,recall,f1_score,training_time_s
8,0.1,10,0.794314381270903,2.6437879667346,0.8608742332142276,0.8607394636421366,0.8607203102361122,478.82
8,0.1,20,0.8825503355704698,0.33861022467576946,0.8742562138884995,0.8742758930027228,0.8739385852406314,405.84
8,0.1,30,0.8793969849246231,0.38650390851175664,0.8888719434700828,0.8888248945505057,0.888841827053402,383.03
8,0.1,40,0.8581081081081081,0.4045528177455806,0.8380414207235656,0.8307318554509565,0.8250152617787613,367.47
8,0.01,10,0.9063545150501672,0.19630384574593787,0.9305599336199751,0.9306551569422894,0.9305928658391905,444.03
8,0.01,20,0.9228187919463087,0.1643060069868947,0.9303187934113802,0.9284415559339614,0.9285934751545702,365.44
8,0.01,30,0.9246231155778895,0.16045157821655026,0.9311534192777257,0.9297172767773958,0.9298403532608696,342.54
8,0.01,40,0.918918918918919,0.26559597379656913,0.9195739425748688,0.9167931976920741,0.9168956043956045,332.28
8,0.001,10,0.9063545150501672,0.22427400355571747,0.9379572418332796,0.9349168602756711,0.9351097091701422,441.75
8,0.001,20,0.9463087248322147,0.130549746485119,0.9298981191222571,0.9223658917522677,0.9223073648361004,365.84
8,0.001,30,0.8793969849246231,0.22665127375080946,0.9069620253164556,0.8928353632713906,0.8913044422344496,343.53
8,0.001,40,0.8581081081081081,0.3073650583719427,0.8895281888749379,0.880382629820832,0.8791637556513848,332.79
8,0.0001,10,0.8812709030100334,0.21812731594510817,0.914121317512275,0.8849764446355461,0.881117354917427,444.69
8,0.0001,20,0.9093959731543624,0.2161266214013615,0.901500178631374,0.8754730582086863,0.8714352394975579,365.23
8,0.0001,30,0.8492462311557789,0.27565032611460655,0.9052826902742935,0.8768739518574357,0.8722943722943723,343.36
8,0.0001,40,0.8445945945945946,0.3040168674165584,0.9020355535944647,0.87547828727604,0.871444562647171,330.88
16,0.1,10,0.8979933110367893,0.34097223594465936,0.8687862856253952,0.8652407334386902,0.8635907400480718,267.03
16,0.1,20,0.9026845637583892,0.21129091259166025,0.8972763302295771,0.8946281612302518,0.8946191769692726,223.78
16,0.1,30,0.8844221105527639,0.3194289855874289,0.8875864424144113,0.8864956888519981,0.8865064538043479,207.69
16,0.1,40,0.8783783783783784,0.6047734435244918,0.8755783430892696,0.8727528089887642,0.8727408758348432,204.51
16,0.01,10,0.9230769230769231,0.16730856948957956,0.9373224260977114,0.9369850002744672,0.9370630976596267,246.87
16,0.01,20,0.9630872483221476,0.10617009264606317,0.9330876844377745,0.9326943293085841,0.9327620007856673,203.67
16,0.01,30,0.8894472361809045,0.21752576995991993,0.9209538068098265,0.9194684643307761,0.9196199329516428,193.66
16,0.01,40,0.9324324324324325,0.269676196603836,0.937177926557111,0.9317643486182813,0.9318843565250985,189.92
16,0.001,10,0.9147157190635451,0.1806369627196436,0.9391202971087038,0.9311150123071993,0.9311621471558151,244.32
16,0.001,20,0.8791946308724832,0.19928973140046563,0.8895424386962637,0.88707800204241,0.8870062895931019,204.09
16,0.001,30,0.8693467336683417,0.2557435384536181,0.9010761823845936,0.8855470668947877,0.8835152001115605,194.28
16,0.001,40,0.8648648648648649,0.24514710504759885,0.9092877594846099,0.8838521105375038,0.8808754228629986,189.59
16,0.0001,10,0.8913043478260869,0.21215866469779532,0.9114415896935544,0.8797837713137486,0.8751920760671434,245.77
16,0.0001,20,0.9161073825503355,0.21403764087188012,0.9027315268957097,0.8761451012194389,0.8720744050696012,204.69
16,0.0001,30,0.8241206030150754,0.2917364284106011,0.9002446457819335,0.872757610150255,0.8679653679653679,194.26
16,0.0001,40,0.8445945945945946,0.3246060216648353,0.8900801311515597,0.8687215305192832,0.8650296187188233,189.61
32,0.1,10,0.8745819397993311,0.31098802627728517,0.8939949077818864,0.892649487041628,0.8926628366329034,154.37
32,0.1,20,0.9261744966442953,0.16887952577347715,0.889303107750971,0.8880734240894052,0.8881797022699387,129.81
32,0.1,30,0.8944723618090452,0.2811000492065042,0.8716186440677967,0.8715506581064828,0.8713942765689898,118.55
32,0.1,40,0.8648648648648649,0.38373883310202006,0.8821557471402193,0.8795627087761919,0.8793485098700664,115.46
32,0.01,10,0.9280936454849499,0.14241074101468493,0.9440968425816489,0.9414265775861771,0.9416440440468947,139.76
32,0.01,20,0.9496644295302014,0.1351739650081133,0.934941437549335,0.9316280711239262,0.931824423078861,118.9
32,0.01,30,0.914572864321608,0.21623409775449876,0.9240088858509911,0.9224967391120221,0.9226006191950464,111.02
32,0.01,40,0.918918918918919,0.20641812410306287,0.9076658080493716,0.9058761008199211,0.9059091335350145,108.52
32,0.001,10,0.9113712374581939,0.2076615293385764,0.9325679339495386,0.9309783472547891,0.9311687237813039,140.99
32,0.001,20,0.9194630872483222,0.1911327081682448,0.9029525250716034,0.8919630138052698,0.8909379590994153,118.9
32,0.001,30,0.8693467336683417,0.26776484585479465,0.9103093802510626,0.8873680822590754,0.8843774781919111,111.05
32,0.001,40,0.8783783783783784,0.2598311561033935,0.8854116222760291,0.8688809596112967,0.8659569453174104,108.69
32,0.0001,10,0.882943143812709,0.2231343852217468,0.9034938224123048,0.8768267318117763,0.8727213580617741,140.49
32,0.0001,20,0.9161073825503355,0.21959462381849354,0.8995343221800621,0.87694854928816,0.8734969130544606,118.93
32,0.0001,30,0.8542713567839196,0.289873944192975,0.8982998912721163,0.8770772279911236,0.8736716891356067,110.71
32,0.0001,40,0.8513513513513513,0.31135867415247737,0.8891705416343753,0.8760097175827514,0.8741819845612413,108.8
