config_name,mean,std,max,min,count
C,0.9887188126748238,0.0015370655478303629,0.9900148220655032,0.9870206459716109,3
B,0.9878096197982744,0.00300199156513982,0.9912548022040786,0.9857553781766726,3
A,0.9834641800881937,0.0033582624828955156,0.9864177585949776,0.9798113376628361,3
D,0.9821696666259828,0.003907317243645083,0.9865219318748604,0.9789637435155489,3
E,0.9810230958587433,0.0032052752753109785,0.984712942613357,0.9789280469407169,3
