Trial_No,Model,Train_Time_Sec,Best_Fold,Best_F1,Best_Loss,Avg_F1,Avg_Loss,Params
0,LSTM,416.42,2,0.9449374515837992,0.33934017359414315,0.9083598195026992,0.3683992747257974,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.06171629357214712, ""hidden_dim"": 128, ""num_layers"": 1, ""dropout"": 0.3}"
1,LSTM,438.37,4,0.9266992309138553,0.21919239263079363,0.8866286946480955,0.4841886487901532,"{""seq_len"": 20, ""batch_size"": 128, ""lr"": 0.0010025195557017798, ""hidden_dim"": 64, ""num_layers"": 2, ""dropout"": 0.5}"
2,LSTM,542.61,2,0.9551051901804898,0.3138520690263249,0.8959029594648387,0.3581812895359745,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.0002582582470254, ""hidden_dim"": 128, ""num_layers"": 2, ""dropout"": 0.3}"
3,LSTM,761.72,4,0.9194089151013596,0.17987618847291742,0.8849308045295814,0.4685757379338818,"{""seq_len"": 15, ""batch_size"": 64, ""lr"": 0.00018401921478444544, ""hidden_dim"": 64, ""num_layers"": 2, ""dropout"": 0.3}"
4,LSTM,891.93,2,0.9369743421060338,0.25149364792609546,0.8860844866078004,0.39208327889561057,"{""seq_len"": 5, ""batch_size"": 64, ""lr"": 0.00011098620138848556, ""hidden_dim"": 256, ""num_layers"": 2, ""dropout"": 0.3}"
5,LSTM,749.17,4,0.9213064084646521,0.16669401706679277,0.8718049843763073,0.5641111435555825,"{""seq_len"": 5, ""batch_size"": 64, ""lr"": 0.0005579923948039574, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0.3}"
6,LSTM,383.11,2,0.9541210237488966,0.2342013693447701,0.905317710736924,0.43882318942022797,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.004620871898623912, ""hidden_dim"": 256, ""num_layers"": 1, ""dropout"": 0.5}"
7,LSTM,2604.74,2,0.9559513334168496,0.2619929407294628,0.8956068104972766,0.38666887110349973,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.0001906688090775088, ""hidden_dim"": 256, ""num_layers"": 3, ""dropout"": 0.3}"
8,LSTM,1428.45,4,0.9466678325859699,0.1759850935966069,0.884361749302381,0.46381561634304164,"{""seq_len"": 15, ""batch_size"": 32, ""lr"": 0.0040274420104007575, ""hidden_dim"": 256, ""num_layers"": 2, ""dropout"": 0.3}"
9,LSTM,322.02,2,0.9394369524838561,0.47833902128907135,0.893953564505234,0.37312267636316354,"{""seq_len"": 15, ""batch_size"": 128, ""lr"": 0.00037705651469148725, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0}"
10,LSTM,1008.85,1,0.9792875281889347,0.23815025175451932,0.9034382215000457,0.46260351370204694,"{""seq_len"": 15, ""batch_size"": 32, ""lr"": 0.0017097106539192958, ""hidden_dim"": 64, ""num_layers"": 1, ""dropout"": 0.3}"
11,LSTM,362.41,1,0.9763337746732632,0.20972473396178,0.9057514419446857,0.4522826198692753,"{""seq_len"": 20, ""batch_size"": 128, ""lr"": 0.005945512941637593, ""hidden_dim"": 32, ""num_layers"": 3, ""dropout"": 0.5}"
12,LSTM,579.96,1,0.9675313775746246,0.3454725868389263,0.9128042520203572,0.7652329597357761,"{""seq_len"": 20, ""batch_size"": 64, ""lr"": 0.007927411372607688, ""hidden_dim"": 128, ""num_layers"": 1, ""dropout"": 0.5}"
13,LSTM,2387.54,2,0.9553741527096008,0.215830295639342,0.903936109766508,0.45174420810474575,"{""seq_len"": 20, ""batch_size"": 32, ""lr"": 0.0007070649753377186, ""hidden_dim"": 256, ""num_layers"": 3, ""dropout"": 0.5}"
14,LSTM,565.45,2,0.9496654560255532,0.24088286903993736,0.8937041512262965,0.27050134577059626,"{""seq_len"": 5, ""batch_size"": 64, ""lr"": 0.00022408314876537502, ""hidden_dim"": 128, ""num_layers"": 1, ""dropout"": 0.5}"
15,LSTM,724.27,2,0.9299506926760359,0.3281627633603586,0.8901942021822876,0.3273837026932836,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.00016915939002602523, ""hidden_dim"": 256, ""num_layers"": 3, ""dropout"": 0}"
16,LSTM,504.11,2,0.9627169293002343,0.2975879425436936,0.8930393573902489,0.38598738649001973,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.0008050515378246907, ""hidden_dim"": 32, ""num_layers"": 3, ""dropout"": 0}"
17,LSTM,866.72,4,0.9143650704831281,0.17378276300714787,0.8802789703371634,0.5568719184193378,"{""seq_len"": 10, ""batch_size"": 64, ""lr"": 0.0002742542620818744, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0.5}"
18,LSTM,1446.24,4,0.9300370475919065,0.21850873304065316,0.8857285313582082,0.6352104131698998,"{""seq_len"": 10, ""batch_size"": 64, ""lr"": 0.0003444925057990825, ""hidden_dim"": 256, ""num_layers"": 3, ""dropout"": 0.5}"
19,LSTM,2278.02,4,0.9194896527607893,0.18618982731884443,0.8794148176462496,0.427895104200526,"{""seq_len"": 10, ""batch_size"": 32, ""lr"": 0.00015853249028328393, ""hidden_dim"": 256, ""num_layers"": 1, ""dropout"": 0.3}"
20,LSTM,755.27,4,0.9216477020491133,0.2161130746222625,0.8720345770047435,0.4237241577417958,"{""seq_len"": 15, ""batch_size"": 128, ""lr"": 0.0004512123006407629, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0.5}"
21,LSTM,2381.25,4,0.9174020343818032,0.22211666317984302,0.8811990966743863,0.4083828759184961,"{""seq_len"": 20, ""batch_size"": 64, ""lr"": 0.004618345512412578, ""hidden_dim"": 256, ""num_layers"": 3, ""dropout"": 0.3}"
22,LSTM,1782.52,2,0.9502427232808744,0.22039974800061954,0.9039265408840972,0.3771594519818423,"{""seq_len"": 20, ""batch_size"": 128, ""lr"": 0.00019311692354898462, ""hidden_dim"": 256, ""num_layers"": 3, ""dropout"": 0.3}"
23,LSTM,1402.85,4,0.9334208931802443,0.27560736435316197,0.8937997700020688,0.42628825009870247,"{""seq_len"": 15, ""batch_size"": 64, ""lr"": 0.015904947075347443, ""hidden_dim"": 64, ""num_layers"": 2, ""dropout"": 0.3}"
24,LSTM,1073.85,4,0.9251466361249316,0.2271855201705307,0.8867425738106764,0.6689935533841116,"{""seq_len"": 10, ""batch_size"": 64, ""lr"": 0.035872983200620746, ""hidden_dim"": 32, ""num_layers"": 1, ""dropout"": 0}"
25,LSTM,2673.93,4,0.9149905139902504,0.1746048825220503,0.8689461510937975,0.6414821914345475,"{""seq_len"": 5, ""batch_size"": 32, ""lr"": 0.0009593352130635426, ""hidden_dim"": 128, ""num_layers"": 1, ""dropout"": 0}"
26,LSTM,875.43,2,0.9404958037111694,0.6114771543287181,0.901410112111753,0.5023643570791542,"{""seq_len"": 15, ""batch_size"": 128, ""lr"": 0.03327411475347527, ""hidden_dim"": 64, ""num_layers"": 2, ""dropout"": 0.3}"
27,LSTM,746.52,2,0.9373251365668643,0.7924418551522459,0.8943743592395357,0.39656311500362695,"{""seq_len"": 15, ""batch_size"": 128, ""lr"": 0.09886283915908023, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0.5}"
28,LSTM,394.2,1,0.9240206997173828,0.5443404338299835,0.8885393449867294,0.6066662875490689,"{""seq_len"": 15, ""batch_size"": 128, ""lr"": 0.0023876963200249613, ""hidden_dim"": 32, ""num_layers"": 1, ""dropout"": 0.5}"
29,LSTM,1730.88,4,0.9243998079429927,0.2720477884489996,0.8834859114356691,0.31832835142617505,"{""seq_len"": 20, ""batch_size"": 32, ""lr"": 0.02778832943850142, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.3}"
30,LSTM,557.66,4,0.9171988130221984,0.18899299523901042,0.8653645510371831,0.5496610845842516,"{""seq_len"": 5, ""batch_size"": 64, ""lr"": 0.0009018949395822654, ""hidden_dim"": 128, ""num_layers"": 1, ""dropout"": 0}"
31,LSTM,1364.79,1,0.9285165397359304,0.3355696088980646,0.8972305264831618,0.5303775137627461,"{""seq_len"": 20, ""batch_size"": 32, ""lr"": 0.0010421409899765805, ""hidden_dim"": 32, ""num_layers"": 3, ""dropout"": 0.3}"
32,LSTM,822.2,4,0.9121174825479627,0.1987724285844706,0.8702120187128337,0.5699734200576058,"{""seq_len"": 15, ""batch_size"": 64, ""lr"": 0.01945272806672996, ""hidden_dim"": 128, ""num_layers"": 2, ""dropout"": 0}"
33,LSTM,670.84,4,0.9314232395149333,0.17610034659737722,0.8805538064111218,0.47025133579368816,"{""seq_len"": 10, ""batch_size"": 64, ""lr"": 0.00012611164877475764, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0.3}"
34,LSTM,975.43,4,0.9263167535346724,0.21963559263629423,0.8818879177149561,0.5747491045307118,"{""seq_len"": 15, ""batch_size"": 64, ""lr"": 0.018181784576192277, ""hidden_dim"": 256, ""num_layers"": 2, ""dropout"": 0.5}"
35,LSTM,1236.47,1,0.9656342820645972,0.1726564115202148,0.8935830686713281,0.5352462971896612,"{""seq_len"": 10, ""batch_size"": 32, ""lr"": 0.00664134036530273, ""hidden_dim"": 256, ""num_layers"": 2, ""dropout"": 0.5}"
