trial_number,batch_size,learning_rate,seq_len,dropout_rate,hidden_dim,num_layers,cnn_channels1,cnn_channels2,cnn_kernel_size,tf_heads,final_acc,final_loss,precision,recall,f1_score,training_time_s
0,8,0.01,15,,16,1,,,,,0.9287510477787091,0.18755117932059165,0.9368287317962207,0.9310020687518753,0.9311035083701394,634.18
1,16,0.01,15,,16,2,,,,,0.8826487845766974,0.2046201612725264,0.9139516187180041,0.9103775849198442,0.9103939319895052,491.49
2,16,0.01,10,,16,1,,,,,0.9122073578595318,0.2031538988530062,0.9250433738155612,0.9221104962433078,0.9222227980251008,333.34
3,8,0.01,20,,16,1,,,,,0.9487825356842989,0.1312646612402959,0.9310933004323543,0.9279682520781591,0.9281114529021224,632.11
4,8,0.01,10,,16,1,,,,,0.9080267558528428,0.1956916106028877,0.9352531745657895,0.9292400571377154,0.9293090249156444,626.57
5,16,0.0001,5,,16,1,,,,,0.8923205342237062,0.2263555438608046,0.9132364176524912,0.900936936861251,0.8999984787496589,330.13
6,8,0.01,20,,16,1,,,,,0.9286314021830394,0.15036482433795703,0.9358055529788697,0.9288875469216027,0.9289236737035329,646.1
7,8,0.0001,5,,16,1,,,,,0.8981636060100167,0.2201404618400543,0.922792492016621,0.9143329006747514,0.9140584759884866,631.91
8,8,0.01,10,,16,1,,,,,0.9088628762541806,0.2058551543796665,0.9339373405074065,0.9276922449874807,0.9277326020290936,628.46
9,16,0.0001,15,,16,1,,,,,0.9086336965632859,0.1873686042162758,0.9043247680088078,0.8977542722825742,0.8973559274385439,330.35
10,8,0.001,20,,16,2,,,,,0.9521410579345088,0.09769952718040797,0.9497941172154271,0.9491139057410451,0.9492624838162902,947.16
11,8,0.001,20,,16,2,,,,,0.9680940386230059,0.07807580299081056,0.9588186549488058,0.9553068190839089,0.9555948009318681,950.89
12,8,0.001,20,,16,2,,,,,0.961376994122586,0.08615918463523686,0.9518235645116764,0.9499833995348101,0.9501918977315829,950.12
13,8,0.001,20,,16,2,,,,,0.9588581024349286,0.0903783294228279,0.9559313578984908,0.95218745392894,0.9524649612858964,953.21
14,8,0.001,20,,16,2,,,,,0.9563392107472712,0.1018904712154042,0.9548556741614469,0.9515468461174431,0.951809694502864,952.7
15,8,0.001,20,,16,2,,,,,0.9680940386230059,0.0741165007157174,0.9555233212234575,0.9541486635139885,0.9543476662460681,973.85
16,8,0.001,20,,16,2,,,,,0.9571788413098237,0.09814616763239163,0.9561341799561696,0.9548489436260333,0.9550430178493738,947.34
17,8,0.001,20,,16,2,,,,,0.966414777497901,0.08648805300267298,0.9555208765176192,0.954970145953118,0.9550939254794836,948.85
18,16,0.001,5,,16,2,,,,,0.9373956594323873,0.11981457829637528,0.9425797304143695,0.9397481037120508,0.9399480654354792,486.56
19,8,0.001,20,,16,2,,,,,0.964735516372796,0.07667013061412149,0.957371494826201,0.9526297361049684,0.9529228277343614,948.55
20,8,0.001,20,,16,2,,,,,0.9622166246851386,0.07896199915535262,0.9586522412836296,0.9564659107856724,0.9567190893216573,964.02
21,8,0.001,20,,16,2,,,,,0.9596977329974811,0.0893130594686073,0.9555246350823322,0.9529834200886832,0.9532349599762513,952.81
22,8,0.001,20,,16,2,,,,,0.9546599496221663,0.09460956503710204,0.9470935640866678,0.9457499828286674,0.9459563350049884,957.55
23,8,0.001,20,,16,2,,,,,0.9513014273719563,0.11085436149511597,0.9509238440199062,0.9479510427652843,0.9481939939689027,950.69
24,8,0.001,20,,16,2,,,,,0.9580184718723762,0.09233526730569946,0.9553321369334093,0.9533909717733248,0.9536199147301786,954.77
25,8,0.001,20,,16,2,,,,,0.9387069689336692,0.1100307279853767,0.9510310592477521,0.9504951014092903,0.950605205299293,952.1
26,16,0.0001,10,,16,2,,,,,0.9155518394648829,0.17562941517030403,0.9243591558965134,0.9216276894919123,0.9217387731017244,485.99
27,8,0.001,15,,16,2,,,,,0.953059513830679,0.10241715460143444,0.9558574383443199,0.9521188974158737,0.9524000060077565,943.76
28,8,0.001,5,,16,2,,,,,0.9398998330550918,0.15191683955596283,0.943351167248204,0.9400501565353342,0.9402850843625032,938.97
29,8,0.001,15,,16,2,,,,,0.9471919530595139,0.11892066867042765,0.9479036169571959,0.9457340702623721,0.9459485625150238,951.45
30,8,0.0001,20,,16,2,,,,,0.9479429051217464,0.12377369889682704,0.9431293136503067,0.9404010592091088,0.9406072837598205,943.99
31,8,0.001,20,,16,2,,,,,0.9580184718723762,0.10263390019516457,0.9631357702786274,0.9605657536867012,0.9608617007638607,948.51
32,8,0.001,20,,16,2,,,,,0.964735516372796,0.08431805336612107,0.9584213818543958,0.9568796141938557,0.9570947676329261,957.79
33,8,0.001,20,,16,2,,,,,0.966414777497901,0.0756264138765948,0.9574010171629014,0.9562431247802765,0.9564297989094046,947.56
34,16,0.001,20,,16,2,,,,,0.9588581024349286,0.0942498435648816,0.9552612641940196,0.9537921443881197,0.9539965405483753,495.55
35,8,0.001,10,,16,2,,,,,0.9297658862876255,0.14842545896806264,0.9450779083443519,0.9410592929471694,0.9412660734244469,943.42
36,8,0.01,15,,16,2,,,,,0.9245599329421627,0.16511224546129757,0.923193656613171,0.9196588526777206,0.9197372949348085,995.57
37,8,0.001,20,,16,2,,,,,0.964735516372796,0.08744734862058341,0.9535825367509969,0.9518795869122991,0.952101366169583,950.28
38,16,0.01,20,,16,1,,,,,0.9412258606213266,0.13055375725731294,0.9400767543859649,0.9343019596502569,0.9344358327325163,427.98
39,8,0.001,5,,16,2,,,,,0.9273789649415692,0.13543676018648376,0.9408003085688417,0.9386036615171491,0.9387980425317205,1245.21
