Fold,Pre-train Loss,Pre-train Accuracy,Post-train Loss,Post-train Accuracy,Precision,Recall,F1-Score
1,1.389469994223207,0.2654446707399864,0.0144228887583906,0.9942294636795656,0.9943333333333332,0.9939801699716714,0.9940875924757768
2,1.3983348647072125,0.2488541843490069,0.0285300662935583,0.990663724325242,0.9904197318433594,0.990467850053613,0.990438987829989
3,1.391831082918105,0.2682057375657783,0.0315741017316648,0.9911729757256832,0.9911061754623148,0.9909003762860574,0.9909730161538842
4,1.3914549039309063,0.2396876591410626,0.0233876442991974,0.98743846545578,0.9871258960140658,0.98715888757058,0.9871402727828243
5,1.3915246268562016,0.2491936852826345,0.0326180355967609,0.9862502121880836,0.9866231667426986,0.9857034777480204,0.9858983030909036
FINAL_ALL,,,,0.9947718631178707,0.9946448117115825,0.9946473561497988,0.9946460743616963
