Trial_No,Model,Train_Time_Sec,Best_Fold,Best_F1,Best_Loss,Avg_F1,Avg_Loss,Params
0,GRU,1999.54,4,0.9355493469958494,0.25593662424537234,0.8868200916149199,0.49788714456909017,"{""seq_len"": 10, ""batch_size"": 32, ""lr"": 0.019551044310162323, ""hidden_dim"": 64, ""num_layers"": 4, ""dropout"": 0.5}"
1,GRU,1558.06,4,0.9223949977374635,0.18332127380188154,0.8830376865802203,0.43463028872579235,"{""seq_len"": 6, ""batch_size"": 32, ""lr"": 0.0011760880304127579, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
2,GRU,1082.13,1,0.9177138244677793,0.43664271519601,0.8739868651799079,0.514181855253984,"{""seq_len"": 10, ""batch_size"": 32, ""lr"": 0.00138811624149059, ""hidden_dim"": 128, ""num_layers"": 1, ""dropout"": 0.3}"
3,GRU,405.41,4,0.9284766839378238,0.18651704547607173,0.8795182491891678,0.5053068140943939,"{""seq_len"": 8, ""batch_size"": 128, ""lr"": 0.005273031408122584, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0.3}"
4,GRU,639.84,1,0.9516780388053948,0.3124125083789357,0.8993632039678863,0.35892891410031147,"{""seq_len"": 8, ""batch_size"": 64, ""lr"": 0.032949866881183766, ""hidden_dim"": 64, ""num_layers"": 1, ""dropout"": 0.5}"
5,GRU,407.68,2,0.9619221204245442,0.2675337670621365,0.9058948809747147,0.4285975673727256,"{""seq_len"": 15, ""batch_size"": 128, ""lr"": 0.007584223281722259, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0.5}"
6,GRU,2250.27,1,0.9269417058639103,0.3705124831889985,0.881339862250065,0.6948837978735639,"{""seq_len"": 10, ""batch_size"": 32, ""lr"": 0.0012157934140226132, ""hidden_dim"": 128, ""num_layers"": 4, ""dropout"": 0.5}"
7,GRU,1487.74,4,0.9354418945523622,0.17457543193658512,0.888585104005154,0.6511323102368903,"{""seq_len"": 20, ""batch_size"": 32, ""lr"": 0.00311227284746581, ""hidden_dim"": 64, ""num_layers"": 2, ""dropout"": 0}"
8,GRU,1259.44,4,0.9159467451895056,0.17935457787473014,0.8845752938244246,0.4450378703706185,"{""seq_len"": 15, ""batch_size"": 64, ""lr"": 0.0035288728456654398, ""hidden_dim"": 256, ""num_layers"": 2, ""dropout"": 0}"
9,GRU,1720.27,0,0.9184128642565534,0.21749710885742604,0.8896282973688872,0.6403281375573588,"{""seq_len"": 10, ""batch_size"": 32, ""lr"": 0.0012077390616889148, ""hidden_dim"": 32, ""num_layers"": 4, ""dropout"": 0.5}"
10,GRU,469.65,2,0.9579523251731672,0.2069647304735661,0.9082988715144482,0.44778077195452326,"{""seq_len"": 20, ""batch_size"": 64, ""lr"": 0.018881521143547814, ""hidden_dim"": 64, ""num_layers"": 1, ""dropout"": 0.3}"
11,GRU,907.05,1,0.9469769244430564,0.18424297658494512,0.8888366487157133,0.47385406478691794,"{""seq_len"": 6, ""batch_size"": 64, ""lr"": 0.00522728695423789, ""hidden_dim"": 256, ""num_layers"": 4, ""dropout"": 0.3}"
12,GRU,393.31,4,0.943493576574732,0.2299265709139812,0.8945072643678248,0.3758073859231922,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.031733097287496535, ""hidden_dim"": 64, ""num_layers"": 4, ""dropout"": 0.5}"
13,GRU,711.31,1,0.9484820200902758,0.15081951792938691,0.8953167407091422,0.3712551381438772,"{""seq_len"": 10, ""batch_size"": 64, ""lr"": 0.001497834720927292, ""hidden_dim"": 64, ""num_layers"": 4, ""dropout"": 0}"
14,GRU,718.22,1,0.9560311232257765,0.12851010703192248,0.8899336329851384,0.6201136342776301,"{""seq_len"": 4, ""batch_size"": 64, ""lr"": 0.002230807851707905, ""hidden_dim"": 64, ""num_layers"": 4, ""dropout"": 0.3}"
15,GRU,502.44,4,0.9230289647003679,0.16638733369016612,0.8814246670611758,0.5019248178181428,"{""seq_len"": 8, ""batch_size"": 64, ""lr"": 0.013970702783049665, ""hidden_dim"": 64, ""num_layers"": 1, ""dropout"": 0}"
16,GRU,311.01,1,0.9539431487686472,0.18592710081083272,0.8976451968062577,0.4011894705926478,"{""seq_len"": 20, ""batch_size"": 128, ""lr"": 0.0016129485915524734, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0.5}"
17,GRU,439.1,4,0.9241395502033157,0.15836576270154562,0.867419397753505,0.6873934062707897,"{""seq_len"": 8, ""batch_size"": 128, ""lr"": 0.016851131668922464, ""hidden_dim"": 256, ""num_layers"": 2, ""dropout"": 0.3}"
18,GRU,837.71,4,0.9181266846361186,0.24259631378594831,0.8744826403434944,0.6443573350276945,"{""seq_len"": 15, ""batch_size"": 64, ""lr"": 0.015498900787599836, ""hidden_dim"": 256, ""num_layers"": 2, ""dropout"": 0}"
19,GRU,288.86,4,0.9244553605828167,0.19086067049717392,0.8882663660184542,0.6000584692947457,"{""seq_len"": 8, ""batch_size"": 128, ""lr"": 0.009925326428301883, ""hidden_dim"": 256, ""num_layers"": 1, ""dropout"": 0.5}"
20,GRU,516.0,4,0.9355747670339565,0.25010084051593623,0.8954647912042937,0.507595921415806,"{""seq_len"": 20, ""batch_size"": 64, ""lr"": 0.05624654662199113, ""hidden_dim"": 32, ""num_layers"": 1, ""dropout"": 0.5}"
21,GRU,615.8,4,0.9182052524896448,0.2832937038239138,0.8813226664658806,0.6495091439608027,"{""seq_len"": 6, ""batch_size"": 64, ""lr"": 0.042564567981296354, ""hidden_dim"": 256, ""num_layers"": 2, ""dropout"": 0.3}"
22,GRU,2208.0,2,0.9470959196605431,1.4207527919018728,0.905914290083184,0.5521694365270318,"{""seq_len"": 10, ""batch_size"": 32, ""lr"": 0.05050471919980731, ""hidden_dim"": 32, ""num_layers"": 4, ""dropout"": 0.3}"
23,GRU,1876.15,1,0.939148741518061,0.16184009080460385,0.8981772315730494,0.37546776899202783,"{""seq_len"": 15, ""batch_size"": 64, ""lr"": 0.0021021231198392457, ""hidden_dim"": 32, ""num_layers"": 3, ""dropout"": 0.5}"
24,GRU,3186.0,2,0.946967155674979,0.49243239230431657,0.8952148837870689,0.5429508777154417,"{""seq_len"": 20, ""batch_size"": 32, ""lr"": 0.023417220792613522, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
25,GRU,3736.76,2,0.931737383660206,0.3467806323088959,0.8874234895328709,0.6075411819606333,"{""seq_len"": 15, ""batch_size"": 32, ""lr"": 0.002734609617791815, ""hidden_dim"": 128, ""num_layers"": 4, ""dropout"": 0.5}"
26,GRU,1064.7,1,0.9685616447743663,0.1646263194461426,0.8999881626253237,0.3490826077583747,"{""seq_len"": 15, ""batch_size"": 64, ""lr"": 0.007076766723824392, ""hidden_dim"": 32, ""num_layers"": 1, ""dropout"": 0.5}"
27,GRU,344.92,1,0.9640588191485903,0.2183475536249146,0.8981271424673658,0.5933874105426507,"{""seq_len"": 15, ""batch_size"": 128, ""lr"": 0.009012873825007607, ""hidden_dim"": 32, ""num_layers"": 2, ""dropout"": 0.3}"
28,GRU,301.33,2,0.9400547738732452,0.36852024504129755,0.8926889114744035,0.5291769663266235,"{""seq_len"": 20, ""batch_size"": 128, ""lr"": 0.007670433319179334, ""hidden_dim"": 64, ""num_layers"": 1, ""dropout"": 0.5}"
29,GRU,982.23,4,0.9215607247144766,0.1864201755743407,0.8835295623343713,0.47863458997793645,"{""seq_len"": 8, ""batch_size"": 32, ""lr"": 0.0025625131380002586, ""hidden_dim"": 64, ""num_layers"": 1, ""dropout"": 0}"
30,GRU,1275.61,1,0.9259897175641415,0.22406365220305702,0.8813537453177197,0.5036081967915104,"{""seq_len"": 6, ""batch_size"": 32, ""lr"": 0.014437272805893195, ""hidden_dim"": 256, ""num_layers"": 3, ""dropout"": 0}"
31,GRU,1106.5,1,0.9312228545781362,0.19394993087728007,0.9000469778337787,1.0194295632340462,"{""seq_len"": 4, ""batch_size"": 32, ""lr"": 0.0682259543299469, ""hidden_dim"": 128, ""num_layers"": 2, ""dropout"": 0.5}"
32,GRU,546.93,4,0.9242122631466895,0.18414461999545892,0.8830081737710493,0.7263727788358243,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.0014646969216657005, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0}"
33,GRU,565.15,4,0.9394453627010364,0.1438779909446647,0.8913546925915157,0.5943542450642513,"{""seq_len"": 20, ""batch_size"": 64, ""lr"": 0.04832853931728272, ""hidden_dim"": 64, ""num_layers"": 2, ""dropout"": 0.5}"
34,GRU,935.68,3,0.9139739326601304,0.43139709444341506,0.8910834324647589,0.43739135639575705,"{""seq_len"": 4, ""batch_size"": 64, ""lr"": 0.04588111282482461, ""hidden_dim"": 256, ""num_layers"": 4, ""dropout"": 0.3}"
35,GRU,1112.23,4,0.9259767936013961,0.19145975052463243,0.8688290016933735,0.665961389458695,"{""seq_len"": 8, ""batch_size"": 32, ""lr"": 0.006189161142309035, ""hidden_dim"": 256, ""num_layers"": 2, ""dropout"": 0}"
