trial_number,batch_size,learning_rate,seq_len,dropout_rate,hidden_dim,num_layers,cnn_channels1,cnn_channels2,cnn_kernel_size,tf_heads,final_acc,final_loss,precision,recall,f1_score,training_time_s
0,16,0.001,20,0.0,16,1,,,,,0.9603494623655914,0.08515843850592253,0.9520609548745127,0.951364114942983,0.9515036072489584,722.96
1,8,0.001,5,0.0,16,1,,,,,0.9519038076152304,0.10708024050998012,0.9512301549959592,0.9500127799086009,0.9501871156923815,1258.61
2,8,0.001,5,0.3,16,1,,,,,0.9505678022712091,0.11688530755272218,0.9482966540785257,0.943795778729132,0.944023852084379,1379.4
3,16,0.0001,10,0.3,16,1,,,,,0.9106425702811245,0.17243607531473704,0.9275727304312743,0.9149124238803552,0.9143470060104251,747.44
4,16,0.0001,15,0.0,16,1,,,,,0.920523138832998,0.1738983012042439,0.9354967996243748,0.9279541916909911,0.927950423000844,679.08
5,16,0.0001,20,0.0,16,1,,,,,0.9206989247311828,0.17497594647834538,0.9295299025748353,0.9208285760164912,0.9206631387155348,578.51
6,8,0.0001,20,0.0,16,1,,,,,0.9445564516129032,0.13998000385087714,0.9380013661202186,0.9323279770507111,0.9324495144464173,1072.17
7,8,0.01,15,0.3,16,1,,,,,0.9349429912810194,0.14722477727605884,0.9267558786678145,0.9165880239519744,0.9162493829428298,1091.66
8,8,0.0001,15,0.0,16,1,,,,,0.9456740442655935,0.1449603657155989,0.9381236684041157,0.9337452028405329,0.9339104138319496,1055.39
9,16,0.0001,10,0.0,16,1,,,,,0.9317269076305221,0.15406761570358435,0.936718665980284,0.9302185050122967,0.9302913701436615,567.82
10,16,0.001,20,0.3,16,1,,,,,0.9522849462365591,0.10857715542401916,0.9569363556938084,0.9539757087067737,0.9542470291189804,599.5
11,16,0.001,20,0.3,16,1,,,,,0.9506048387096774,0.11928305883109468,0.9551147187637582,0.9512902159802081,0.951571159347636,598.68
12,16,0.001,20,0.3,16,1,,,,,0.9415322580645161,0.11533669365826352,0.9542591783896684,0.9503106878970481,0.950585944053048,629.83
13,16,0.001,20,0.3,16,1,,,,,0.9519489247311828,0.09800917196563223,0.9549135491154406,0.9533722500161277,0.953584552901604,601.85
14,16,0.01,20,0.0,16,1,,,,,0.9559811827956989,0.1070997122314718,0.9453301576182621,0.9430366999987677,0.9432468194923366,680.69
15,16,0.01,20,0.0,16,1,,,,,0.9536290322580645,0.1120404081937258,0.9493764020067692,0.9480292091396015,0.9482232641068942,753.38
16,16,0.01,20,0.0,16,1,,,,,0.9465725806451613,0.10617841110834701,0.9449092828998426,0.943476979151322,0.9436303590773009,782.76
17,16,0.01,10,0.0,16,1,,,,,0.9588353413654619,0.08471131233868363,0.9573033110093171,0.9571018763035064,0.9571694542367247,748.01
18,16,0.01,10,0.0,16,1,,,,,0.9598393574297188,0.08730679936459108,0.9560884705535684,0.9555825122052715,0.9557034255491217,745.65
19,16,0.01,10,0.0,16,1,,,,,0.9571619812583668,0.09936437550908647,0.9530688281542345,0.9530629517873579,0.953065503979134,716.03
20,16,0.01,10,0.0,16,1,,,,,0.9595046854082999,0.09750706196209348,0.9589601137050121,0.957805044185468,0.9580004773544107,617.59
21,16,0.01,10,0.0,16,1,,,,,0.9661981258366801,0.07956869041067466,0.9568007559420817,0.956634444918781,0.9566921099591476,545.56
22,16,0.01,10,0.0,16,1,,,,,0.964859437751004,0.08626544302677983,0.9585001921607753,0.9571656266250839,0.9573669542050228,544.8
23,16,0.01,10,0.0,16,1,,,,,0.9588353413654619,0.10292913481333067,0.9512525383615384,0.9503018131784983,0.950512138416487,544.43
24,16,0.01,10,0.0,16,1,,,,,0.9400937081659974,0.13183679697544692,0.9478669658816032,0.9476232921826273,0.9476951957841533,544.61
25,16,0.001,5,0.0,16,1,,,,,0.9549098196392786,0.10200704336271735,0.9504806906797364,0.9480104129666673,0.94824012424675,527.28
26,8,0.01,10,0.0,16,1,,,,,0.9554886211512718,0.09904712021690866,0.9587960212632893,0.9576685285324784,0.957854232224914,1021.81
27,16,0.001,10,0.0,16,1,,,,,0.9504685408299867,0.10210982724637097,0.9551608092212048,0.9512722223874138,0.9515487106862572,546.52
28,16,0.01,5,0.0,16,1,,,,,0.9555778223112893,0.1000852236674463,0.9524099556405978,0.9513386034053551,0.9515134933313205,527.9
29,8,0.001,15,0.0,16,1,,,,,0.9651240778001341,0.0748650519207024,0.9619503911519706,0.9611332971099598,0.9612951391519736,1053.29
30,8,0.01,15,0.0,16,1,,,,,0.9282360831656606,0.17663525499452987,0.9461923763638423,0.9454076815973111,0.9455456804425256,1056.98
31,8,0.001,15,0.0,16,1,,,,,0.9577464788732394,0.08069068464614004,0.9575463155163091,0.9564137678010555,0.9566014063068833,1046.67
32,8,0.001,15,0.0,16,1,,,,,0.9520456069751845,0.10681190566028038,0.9576676860691106,0.956796407584391,0.9569572231560363,1059.82
33,8,0.001,5,0.0,16,1,,,,,0.9515698062792252,0.10272614310232979,0.9531367726487798,0.9527624048486387,0.9528577372793093,1029.99
34,8,0.001,15,0.0,16,1,,,,,0.9627766599597586,0.07910129288815854,0.9566662931676264,0.9551166757770532,0.9553283902558857,1061.1
35,8,0.001,15,0.0,16,1,,,,,0.9537223340040242,0.13453564625306688,0.9596890790274369,0.95898595715973,0.9591521638183895,1059.25
36,8,0.001,15,0.0,16,1,,,,,0.9570757880617036,0.09083197853328898,0.9608027096260758,0.9599717692710874,0.9601304991488334,1063.34
37,8,0.001,15,0.0,16,1,,,,,0.9574111334674715,0.09086233782770667,0.9606887644684483,0.9599851999241268,0.9601329960918513,1053.57
38,8,0.001,15,0.3,16,1,,,,,0.9493628437290409,0.09684128644161605,0.9580834413313206,0.9560193580004901,0.9562601050417675,1086.09
39,8,0.0001,15,0.0,16,1,,,,,0.9493628437290409,0.13058892051484788,0.9389555866494992,0.9335270150940033,0.9336591514770218,1068.67
