trial_number,batch_size,learning_rate,seq_len,dropout_rate,hidden_dim,num_layers,cnn_channels1,cnn_channels2,cnn_kernel_size,tf_heads,final_acc,final_loss,precision,recall,f1_score,training_time_s
0,8,0.001,20,0.0,16,1,,,,,0.9774162549259815,0.04987361790265267,0.9773589605428046,0.9767002159630749,0.9768537089441789,2143.83
1,16,0.0001,10,0.5,16,1,,,,,0.9275342653739085,0.15782135053749818,0.9330983138474845,0.9249164718957699,0.9248406032418159,1120.58
2,32,0.0001,20,0.2,16,1,,,,,0.9400455817039877,0.14607701795821942,0.9432138923219465,0.93792912000841,0.938109525763421,688.79
3,64,0.01,5,0.2,64,2,,,,,0.960849648743509,0.09076954613069127,0.9611305101603582,0.9596169195579245,0.959835638355479,732.94
4,16,0.001,15,0.2,64,2,,,,,0.9774283017125617,0.04724223288279604,0.977036925074296,0.97680688707204,0.9768820604770815,2229.21
5,8,0.01,45,0.0,32,1,,,,,0.8726581839834614,0.314159499451964,0.8757470916898145,0.8690320614046038,0.8686537465545514,2861.74
6,16,0.001,10,0.0,16,1,,,,,0.9656245231973921,0.07481011847700722,0.9660047233034652,0.9645013238122209,0.9647277090230074,1087.13
7,64,0.0001,5,0.0,32,1,,,,,0.931019279246651,0.15386864828641214,0.9328632417317136,0.928777466620501,0.9289046221651968,392.82
8,64,0.01,15,0.0,16,2,,,,,0.9689762084160168,0.0676422510462574,0.9683890965503631,0.9681504174470241,0.968226400465642,566.86
9,16,0.0001,10,0.5,16,2,,,,,0.946211131835571,0.12474728218802725,0.9478621615180817,0.9444017306224695,0.9446342881797817,1561.41
10,32,0.001,15,0.2,64,2,,,,,0.9760195810673759,0.050816676586965995,0.97569627782436,0.9753350128474351,0.9754370386374204,1420.19
11,8,0.001,30,0.2,64,2,,,,,0.9888650363042751,0.025655875706241067,0.9887521626211611,0.9885145387366742,0.9885938597839294,5028.25
12,8,0.001,30,0.2,64,2,,,,,0.98930337095025,0.026185114288672852,0.9891106684497636,0.9890509701889472,0.9890723188679696,5150.48
13,8,0.001,30,0.2,64,2,,,,,0.9889662508791741,0.02815456094390991,0.9887321468101323,0.9886770416515696,0.9887010427723565,5053.34
14,8,0.001,30,0.2,64,2,,,,,0.9880887903591764,0.02921440210158959,0.9878587855791681,0.9877632288522546,0.9878017547483549,5053.86
15,8,0.001,30,0.2,64,2,,,,,0.9851866057273071,0.04460616700409668,0.9852698945849954,0.984669123042168,0.9848196302706123,5739.38
16,8,0.001,30,0.5,64,2,,,,,0.9898094495170321,0.024617613222423743,0.9897134489513162,0.9894845158959601,0.9895618125970271,5984.56
17,8,0.001,30,0.5,64,2,,,,,0.9848492579647065,0.03413120988397146,0.9845248991412567,0.9844568104997407,0.9844855034237094,5229.12
18,8,0.001,45,0.5,32,2,,,,,0.9785100288183972,0.049102688215697556,0.9781945547037441,0.9778877312713817,0.9779811202797768,5009.54
19,32,0.01,30,0.5,64,2,,,,,0.9116271929255332,0.18304891547217703,0.9246238623624392,0.9081773100832446,0.9071290682386938,4143.4
