trial_number,batch_size,learning_rate,seq_len,dropout_rate,hidden_dim,num_layers,cnn_channels1,cnn_channels2,cnn_kernel_size,tf_heads,final_acc,final_loss,precision,recall,f1_score,training_time_s
0,8,0.0001,20,,16,1,,,,,0.9391801075268817,0.1391482693664503,0.9427054617956754,0.9392556978592964,0.9394632730279521,1552.92
1,16,0.0001,15,,16,1,,,,,0.9054325955734407,0.19888099719220567,0.9202107408078388,0.9139178745782519,0.9137907345846498,830.07
2,8,0.001,5,,16,1,,,,,0.9378757515030061,0.14094908130720712,0.9361170904997311,0.933402161111215,0.9335730025367609,1538.9
3,16,0.001,20,,16,1,,,,,0.9459005376344086,0.11980198800067159,0.9481233219201508,0.946468914459601,0.9466691667022066,825.87
4,8,0.01,20,,16,2,,,,,0.9301075268817204,0.1561621631289849,0.9330196341221679,0.9202859709078013,0.9198568354871488,2331.08
5,16,0.001,5,,16,2,,,,,0.948563794255177,0.11036326574391994,0.9520154919334154,0.949692570100956,0.9499304418053056,1203.38
6,8,0.001,20,,16,1,,,,,0.9549731182795699,0.09666200616730325,0.9508075981977813,0.9502138227962219,0.9503405618418206,1562.84
7,8,0.0001,5,,16,2,,,,,0.9415497661990648,0.1368996860938547,0.9408771253899915,0.9383564300117502,0.9385468580392722,2291.4
8,8,0.01,20,,16,1,,,,,0.9455645161290323,0.14822229569230466,0.9421338367905042,0.9363910303596876,0.9365506876051555,1553.8
9,8,0.001,15,,16,2,,,,,0.9594232059020792,0.08138683616434292,0.9600893230659582,0.9585546528942755,0.9587723808836548,2333.46
10,16,0.001,15,,16,2,,,,,0.9580818242790073,0.0938306842351573,0.9658734151059467,0.9639366294083275,0.9641917719380552,1214.0
11,16,0.001,15,,16,2,,,,,0.9540576794097921,0.10128549552851036,0.9581194636060716,0.9561693966410947,0.9564049403250771,1219.86
12,16,0.001,10,,16,2,,,,,0.9591700133868809,0.10131489826863327,0.9549213828147092,0.9547959760818584,0.9548413601979542,1431.45
13,16,0.001,10,,16,2,,,,,0.9621820615796519,0.08606231063211209,0.960208849815297,0.9584813833750974,0.9587111191773158,1713.27
14,8,0.001,10,,16,2,,,,,0.9581659973226239,0.09036501835662247,0.9573300959737419,0.9556785715753779,0.95589753142546,2637.18
15,16,0.01,10,,16,2,,,,,0.9216867469879518,0.17916053273581287,0.9308509731237322,0.9266795174634672,0.9267964926788214,1235.89
16,8,0.001,10,,16,2,,,,,0.9598393574297188,0.09198829946635265,0.9587640721826491,0.9571246889666204,0.9573447442046081,2490.54
17,16,0.001,10,,16,2,,,,,0.9538152610441767,0.10156775936827935,0.9546024151906397,0.9540708229117882,0.954191955505885,1226.87
18,8,0.0001,10,,16,2,,,,,0.9494645247657296,0.12426280240921359,0.9487528718734597,0.9451967950518543,0.9454345724010041,2354.73
19,16,0.01,10,,16,2,,,,,0.9374163319946452,0.15902042350232903,0.925749499914257,0.9198324654738395,0.9198105186091798,1227.65
20,16,0.001,10,,16,2,,,,,0.9628514056224899,0.08632584651797225,0.9511400235462217,0.9497584100372012,0.9499541433895657,1235.16
21,16,0.001,10,,16,2,,,,,0.9581659973226239,0.09325425958790272,0.9570204466644103,0.9545594887141382,0.9548184853245565,1225.52
22,16,0.001,10,,16,2,,,,,0.9551539491298527,0.09715239232747205,0.9522121784481247,0.9507710626992097,0.9509705106720705,1232.05
23,16,0.001,10,,16,2,,,,,0.965194109772423,0.07895158558044688,0.9585466341777203,0.957160611009917,0.9573671880903226,1234.09
24,16,0.001,10,,16,2,,,,,0.9578313253012049,0.09467964357984006,0.9548160745549139,0.9545457484930147,0.9546255122243029,1232.95
25,16,0.001,10,,16,2,,,,,0.9585006693440429,0.09957779171298933,0.9563902794305927,0.9554310240850937,0.9556032194737372,1227.18
26,16,0.001,10,,16,2,,,,,0.963186077643909,0.08479218718945689,0.9533830030310965,0.9527473010528973,0.9528792079492375,1238.61
27,16,0.001,10,,16,2,,,,,0.9601740294511378,0.09045984576776052,0.9542126859373564,0.9512178529637275,0.9514775116012764,1233.36
28,16,0.0001,10,,16,2,,,,,0.9474564926372155,0.11909274454235794,0.9462932009309883,0.9433233948116051,0.9435469590842392,1225.0
29,16,0.01,5,,16,1,,,,,0.9261857047428189,0.1883037463204809,0.929914727419813,0.9258889310787317,0.9259876491937924,834.97
30,16,0.0001,10,,16,2,,,,,0.9494645247657296,0.12977850104775002,0.9437165461191441,0.9408644441501033,0.9410754548000232,1241.17
31,16,0.001,10,,16,2,,,,,0.9554886211512718,0.0861795378455149,0.9575646707008029,0.9549525389784377,0.9552149020319032,1241.79
32,16,0.001,10,,16,2,,,,,0.9601740294511378,0.08952909119551673,0.9585926368539042,0.9561339210546786,0.9563945874341189,1257.15
33,16,0.001,10,,16,2,,,,,0.9518072289156626,0.10007827948994967,0.9537269271382172,0.9536443500945004,0.9536774353759323,1265.78
34,16,0.001,10,,16,1,,,,,0.9434404283801874,0.12827551534227796,0.9388999659926602,0.9366003034312037,0.9367893302762117,866.1
35,16,0.001,15,,16,2,,,,,0.9577464788732394,0.09121919361539729,0.9576063859183104,0.9573278608184269,0.9574090184138031,1316.6
36,16,0.001,5,,16,1,,,,,0.9362057448229792,0.14468387885196485,0.931316112129531,0.9299336266785979,0.9300848216671252,830.93
37,16,0.001,20,,16,2,,,,,0.9583333333333334,0.09184239411347218,0.9680945108675961,0.9670768122982896,0.9672659151112115,1278.64
38,16,0.0001,10,,16,2,,,,,0.928380187416332,0.1532837482369289,0.9380304258185184,0.9364827394398326,0.936653372025355,1235.42
39,16,0.001,20,,16,1,,,,,0.9489247311827957,0.10575994116453542,0.9459039421278505,0.9438756988722727,0.9440830447356152,861.75
