timestamp,current,voltage,power,temp_C
1762925895,0.0798,5.012,0.4,31.63
1762925896,0.7543,4.72,3.566,31.61
1762925897,0.9457,4.64,4.4,31.69
1762925898,0.949,4.644,4.398,31.71
1762925899,0.9482,4.644,4.408,31.71
1762925900,0.9493,4.652,4.408,31.75
1762925901,0.9458,4.648,4.398,31.77
1762925902,0.9458,4.648,4.414,31.71
1762925903,0.9492,4.644,4.4,31.81
1762925904,0.9479,4.648,4.418,31.81
1762925905,0.9468,4.652,4.408,31.83
1762925906,0.9442,4.644,4.404,31.85
1762925907,0.9455,4.656,4.404,31.91
1762925908,0.949,4.652,4.41,31.91
1762925909,0.9504,4.656,4.4,31.91
1762925910,0.9492,4.64,4.39,31.97
1762925911,0.9466,4.656,4.42,31.89
1762925912,0.9464,4.656,4.41,31.99
1762925913,0.9499,4.648,4.394,31.99
1762925914,0.9445,4.652,4.414,32.03
1762925915,0.9499,4.648,4.41,32.09
1762925916,0.9453,4.652,4.424,32.09
1762925917,0.9484,4.64,4.4,32.09
1762925918,0.9453,4.648,4.408,32.17
1762925919,0.949,4.644,4.404,32.13
1762925920,0.9475,4.652,4.398,32.17
1762925921,0.9458,4.652,4.424,32.13
1762925922,0.9484,4.652,4.4,32.21
1762925923,0.9488,4.652,4.4,32.19
1762925924,0.9477,4.648,4.394,32.21
1762925925,0.9462,4.648,4.394,32.25
1762925926,0.948,4.66,4.42,32.21
1762925927,0.9457,4.648,4.414,32.27
1762925928,0.9497,4.648,4.41,32.27
1762925929,0.9506,4.652,4.418,32.31
1762925930,0.9464,4.652,4.41,32.35
1762925931,0.9488,4.648,4.4,32.33
1762925932,0.9451,4.648,4.4,32.35
1762925933,0.9451,4.652,4.41,32.41
1762925934,0.9486,4.648,4.398,32.39
1762925935,0.9464,4.656,4.4,32.47
1762925936,0.9449,4.652,4.408,32.41
1762925937,0.9506,4.648,4.418,32.41
1762925938,0.9499,4.648,4.42,32.53
1762925939,0.9495,4.652,4.424,32.55
1762925940,0.9471,4.656,4.404,32.61
1762925941,0.9495,4.652,4.41,32.61
1762925942,0.9468,4.652,4.43,32.59
1762925943,0.9492,4.648,4.414,32.59
1762925944,0.9451,4.648,4.41,32.63
1762925945,0.9488,4.648,4.394,32.69
1762925946,0.9501,4.656,4.41,32.69
1762925947,0.9488,4.648,4.418,32.67
1762925948,0.9528,4.652,4.424,32.69
1762925949,0.9436,4.652,4.4,32.75
1762925950,0.9499,4.652,4.404,32.69
1762925951,0.9488,4.656,4.414,32.77
1762925952,0.949,4.648,4.398,32.77
1762925953,0.9508,4.656,4.4,32.77
1762925954,0.9495,4.652,4.408,32.77
1762925955,0.9457,4.652,4.428,32.85
1762925956,0.9503,4.64,4.394,32.89
1762925957,0.9499,4.656,4.408,32.91
1762925958,0.9469,4.648,4.4,32.95
1762925959,0.9501,4.648,4.384,32.95
1762925960,0.9488,4.652,4.404,32.95
1762925961,0.9453,4.652,4.424,32.99
1762925962,0.9501,4.648,4.424,32.97
1762925963,0.9451,4.656,4.42,33.03
1762925964,0.9501,4.648,4.408,33.03
1762925965,0.9466,4.652,4.414,33.07
1762925966,0.9451,4.648,4.404,33.07
1762925967,0.9462,4.656,4.418,33.19
1762925968,0.9501,4.652,4.418,33.19
1762925969,0.9466,4.656,4.41,33.19
1762925970,0.9506,4.652,4.418,33.21
1762925971,0.9451,4.652,4.404,33.25
1762925972,0.9499,4.652,4.42,33.25
1762925973,0.9495,4.652,4.404,33.25
1762925974,0.9492,4.648,4.428,33.25
1762925975,0.9471,4.648,4.39,33.25
1762925976,0.951,4.648,4.394,33.29
1762925977,0.9466,4.656,4.41,33.35
1762925978,0.9508,4.656,4.398,33.35
1762925979,0.9499,4.652,4.414,33.27
1762925980,0.9486,4.656,4.39,33.41
1762925981,0.9449,4.648,4.398,33.43
1762925982,0.9464,4.652,4.4,33.43
1762925983,0.9436,4.656,4.428,33.43
1762925984,0.9512,4.652,4.428,33.47
1762925985,0.951,4.652,4.424,33.49
1762925986,0.9512,4.656,4.42,33.51
1762925987,0.9473,4.652,4.404,33.55
1762925988,0.946,4.652,4.424,33.55
1762925989,0.9447,4.652,4.408,33.51
1762925990,0.9497,4.648,4.408,33.57
1762925991,0.9495,4.656,4.414,33.63
1762925992,0.9458,4.652,4.418,33.61
1762925993,0.9488,4.652,4.408,33.63
1762925994,0.9466,4.652,4.388,33.63
1762925995,0.9451,4.648,4.41,33.63
1762925996,0.9457,4.656,4.43,33.69
1762925997,0.9447,4.656,4.43,33.71
1762925998,0.9484,4.652,4.424,33.71
1762925999,0.9457,4.648,4.4,33.71
1762926000,0.9497,4.652,4.408,33.71
1762926001,0.9508,4.652,4.408,33.77
1762926002,0.9515,4.648,4.414,33.73
1762926003,0.9504,4.656,4.408,33.77
1762926004,0.9468,4.64,4.394,33.79
1762926005,0.9462,4.656,4.418,33.87
1762926006,0.9458,4.652,4.42,33.91
1762926007,0.9451,4.648,4.4,33.95
1762926008,0.949,4.66,4.39,33.93
1762926009,0.9475,4.648,4.408,33.93
1762926010,0.9495,4.652,4.414,33.93
1762926011,0.9453,4.648,4.41,33.95
1762926012,0.9497,4.656,4.404,33.95
1762926013,0.9504,4.656,4.408,34.01
1762926014,0.948,4.656,4.414,33.95
1762926015,0.9471,4.66,4.41,34.07
1762926016,0.951,4.648,4.42,34.01
1762926017,0.9457,4.652,4.404,34.07
1762926018,0.9501,4.648,4.424,34.13
1762926019,0.9464,4.656,4.41,34.07
1762926020,0.9445,4.64,4.418,34.07
1762926021,0.9466,4.656,4.434,34.15
1762926022,0.9475,4.648,4.41,34.15
1762926023,0.9447,4.652,4.42,34.15
1762926024,0.9471,4.648,4.39,34.13
1762926025,0.9508,4.652,4.414,34.17
1762926026,0.9504,4.656,4.404,34.15
1762926027,0.9499,4.652,4.39,34.23
1762926028,0.9493,4.652,4.388,34.31
1762926029,0.9515,4.652,4.42,34.29
1762926030,0.9433,4.656,4.428,34.25
1762926031,0.9447,4.652,4.418,34.29
1762926032,0.9444,4.656,4.424,34.39
1762926033,0.9499,4.652,4.414,34.33
1762926034,0.9514,4.66,4.41,34.37
1762926035,0.9464,4.652,4.408,34.37
1762926036,0.9484,4.64,4.424,34.39
1762926037,0.9525,4.656,4.41,34.39
1762926038,0.9504,4.652,4.424,34.45
1762926039,0.9501,4.656,4.39,34.39
1762926040,0.9495,4.648,4.404,34.45
1762926041,0.9504,4.656,4.408,34.47
1762926042,0.9508,4.648,4.398,34.51
1762926043,0.9464,4.652,4.414,34.47
1762926044,0.949,4.652,4.414,34.51
1762926045,0.9444,4.656,4.42,34.55
1762926046,0.9464,4.652,4.408,34.51
1762926047,0.9488,4.66,4.394,34.53
1762926048,0.9455,4.652,4.418,34.59
1762926049,0.9438,4.664,4.424,34.61
1762926050,0.9451,4.652,4.418,34.67
1762926051,0.951,4.648,4.42,34.63
1762926052,0.9444,4.656,4.414,34.61
1762926053,0.9471,4.652,4.424,34.71
1762926054,0.9519,4.656,4.414,34.69
1762926055,0.9495,4.652,4.4,34.71
1762926056,0.9442,4.656,4.414,34.69
1762926057,0.9479,4.656,4.424,34.75
1762926058,0.9436,4.652,4.418,34.77
1762926059,0.9501,4.656,4.436,34.75
1762926060,0.9512,4.652,4.424,34.77
1762926061,0.9464,4.652,4.41,34.81
1762926062,0.9486,4.656,4.404,34.81
1762926063,0.9504,4.656,4.398,34.77
1762926064,0.9466,4.648,4.404,34.83
1762926065,0.9471,4.652,4.408,34.85
1762926066,0.9504,4.652,4.404,34.91
1762926067,0.9482,4.652,4.41,34.85
1762926068,0.9508,4.652,4.41,34.93
1762926069,0.946,4.652,4.404,34.91
1762926070,0.9495,4.656,4.4,35.01
1762926071,0.9503,4.652,4.42,34.99
1762926072,0.9501,4.656,4.42,34.99
1762926073,0.949,4.652,4.428,35.07
1762926074,0.949,4.652,4.424,35.07
1762926075,0.948,4.656,4.408,35.09
1762926076,0.9471,4.652,4.404,35.07
1762926077,0.9479,4.656,4.408,35.05
1762926078,0.9493,4.648,4.41,35.05
1762926079,0.9475,4.656,4.394,35.13
1762926080,0.9462,4.656,4.4,35.19
1762926081,0.949,4.656,4.408,35.19
1762926082,0.9468,4.652,4.418,35.19
1762926083,0.9503,4.656,4.394,35.15
1762926084,0.9458,4.652,4.428,35.23
1762926085,0.9492,4.648,4.418,35.27
1762926086,0.9471,4.656,4.404,35.23
1762926087,0.9492,4.648,4.42,35.23
1762926088,0.951,4.656,4.4,35.29
1762926089,0.9497,4.652,4.41,35.27
1762926090,0.9468,4.656,4.41,35.23
1762926091,0.9499,4.656,4.424,35.27
1762926092,0.9499,4.656,4.418,35.29
1762926093,0.9473,4.652,4.414,35.35
1762926094,0.9475,4.648,4.414,35.35
1762926095,0.9532,4.648,4.414,35.35
1762926096,0.9458,4.656,4.428,35.31
1762926097,0.9495,4.652,4.398,35.35
1762926098,0.951,4.652,4.4,35.39
1762926099,0.9512,4.656,4.424,35.37
1762926100,0.9469,4.656,4.418,35.39
1762926101,0.9464,4.652,4.414,35.47
1762926102,0.9425,4.652,4.4,35.45
1762926103,0.9445,4.652,4.408,35.51
1762926104,0.944,4.652,4.424,35.45
1762926105,0.9457,4.656,4.404,35.53
1762926106,0.9445,4.648,4.434,35.55
1762926107,0.9455,4.656,4.408,35.55
1762926108,0.9495,4.656,4.418,35.59
1762926109,0.9484,4.656,4.4,35.61
1762926110,0.9449,4.664,4.418,35.55
1762926111,0.944,4.656,4.418,35.61
1762926112,0.9488,4.644,4.424,35.69
1762926113,0.9453,4.656,4.42,35.69
1762926114,0.949,4.652,4.4,35.71
1762926115,0.9484,4.656,4.41,35.71
1762926116,0.9434,4.656,4.4,35.71
1762926117,0.9492,4.656,4.404,35.77
1762926118,0.9486,4.656,4.42,35.75
1762926119,0.9499,4.656,4.41,35.83
1762926120,0.9488,4.648,4.434,35.71
1762926121,0.9488,4.652,4.414,35.83
1762926122,0.9458,4.648,4.418,35.75
1762926124,0.9477,4.644,4.4,35.81
1762926125,0.9449,4.652,4.4,35.91
1762926126,0.9486,4.652,4.418,35.81
1762926127,0.9512,4.652,4.408,35.91
1762926128,0.9457,4.648,4.42,35.89
1762926129,0.9495,4.66,4.388,35.91
1762926130,0.9453,4.652,4.398,35.91
1762926131,0.9469,4.66,4.408,35.89
1762926132,0.9504,4.656,4.434,35.91
1762926133,0.9519,4.656,4.408,35.91
1762926134,0.9455,4.652,4.404,35.89
1762926135,0.9512,4.648,4.41,35.97
1762926136,0.9475,4.656,4.41,35.97
1762926137,0.9462,4.648,4.398,36.01
1762926138,0.9508,4.656,4.424,35.93
1762926139,0.9519,4.656,4.43,35.99
1762926140,0.9468,4.652,4.398,36.01
1762926141,0.9466,4.656,4.424,36.01
1762926142,0.9479,4.66,4.41,36.07
1762926143,0.9471,4.652,4.404,36.05
1762926144,0.9414,4.664,4.408,36.09
1762926145,0.9503,4.652,4.428,36.07
1762926146,0.9488,4.656,4.428,36.13
1762926147,0.9455,4.66,4.414,36.13
1762926148,0.9506,4.648,4.41,36.15
1762926149,0.951,4.652,4.418,36.13
1762926150,0.9475,4.652,4.418,36.09
1762926151,0.946,4.652,4.42,36.15
1762926152,0.9458,4.66,4.42,36.15
1762926153,0.9503,4.648,4.408,36.23
1762926154,0.9475,4.656,4.43,36.23
1762926155,0.9488,4.648,4.418,36.23
1762926156,0.9503,4.652,4.398,36.17
1762926157,0.946,4.652,4.43,36.25
1762926158,0.9451,4.652,4.398,36.25
1762926159,0.9462,4.652,4.414,36.29
1762926160,0.9501,4.652,4.408,36.33
1762926161,0.9495,4.656,4.424,36.25
1762926162,0.9493,4.656,4.418,36.29
1762926163,0.9486,4.644,4.418,36.33
1762926164,0.9462,4.652,4.4,36.33
1762926165,0.9506,4.656,4.414,36.33
1762926166,0.9473,4.652,4.404,36.33
1762926167,0.946,4.66,4.394,36.37
1762926168,0.9499,4.648,4.42,36.39
1762926169,0.9508,4.652,4.418,36.45
