time,current,voltage,temp_C,power
19:26:37,0.883,3.877,34.4,3.423391
19:26:38,0.881,3.877,34.4,3.415637
19:26:39,0.665,3.877,34.4,2.578205
19:26:40,0.801,3.877,34.4,3.105477
19:26:41,0.798,3.877,34.4,3.093846
19:26:42,0.791,3.877,34.4,3.066707
19:26:43,0.869,3.877,34.4,3.369113
19:26:44,0.867,3.877,34.4,3.361359
19:26:45,0.857,3.877,34.4,3.322589
19:26:46,0.841,3.877,34.4,3.260557
19:26:48,0.568,3.877,34.4,2.202136
19:26:49,0.054,3.877,34.4,0.209358
19:26:50,0.351,3.877,34.4,1.360827
19:26:51,0.853,3.877,34.4,3.307081
19:26:52,0.86,3.877,34.4,3.33422
19:26:53,0.11,3.877,34.4,0.42647
19:26:54,0.485,3.877,34.4,1.880345
19:26:55,0.826,3.877,34.4,3.202402
19:26:56,0.866,3.877,34.4,3.357482
19:26:57,0.828,3.877,34.4,3.210156
19:26:58,0.841,3.895,34.5,3.275695
19:26:59,0.571,3.895,34.5,2.224045
19:27:00,0.862,3.895,34.5,3.35749
19:27:01,0.841,3.895,34.5,3.275695
19:27:02,0.864,3.895,34.5,3.36528
19:27:03,0.862,3.895,34.5,3.35749
19:27:04,0.859,3.895,34.5,3.345805
19:27:05,0.856,3.895,34.5,3.33412
19:27:06,0.82,3.895,34.5,3.1939
19:27:07,0.861,3.895,34.5,3.353595
19:27:08,0.833,3.895,34.5,3.244535
19:27:09,0.849,3.895,34.5,3.306855
19:27:10,0.86,3.895,34.5,3.3497
19:27:11,0.859,3.895,34.5,3.345805
19:27:12,0.841,3.895,34.5,3.275695
19:27:13,0.826,3.895,34.5,3.21727
19:27:14,0.836,3.895,34.5,3.25622
19:27:15,0.824,3.895,34.5,3.20948
19:27:16,0.84,3.895,34.5,3.2718
19:27:17,0.83,3.895,34.5,3.23285
19:27:18,0.813,3.895,34.5,3.166635
19:27:19,0.831,3.895,34.5,3.236745
19:27:20,0.818,3.895,34.5,3.18611
19:27:21,0.797,3.895,34.5,3.104315
19:27:22,0.811,3.895,34.5,3.158845
19:27:23,0.758,3.895,34.5,2.95241
19:27:24,0.586,3.895,34.5,2.28247
19:27:25,0.826,3.895,34.5,3.21727
19:27:26,0.823,3.895,34.5,3.205585
19:27:27,0.799,3.899,34.5,3.115301
19:27:28,0.343,3.899,34.5,1.337357
19:27:29,0.811,3.899,34.5,3.162089
19:27:30,0.818,3.899,34.5,3.189382
19:27:31,0.835,3.899,34.5,3.255665
19:27:32,0.842,3.899,34.5,3.282958
19:27:33,0.551,3.9,34.5,2.1489
19:27:34,0.822,3.9,34.5,3.2058
19:27:35,0.858,3.9,34.5,3.3462
19:27:36,0.806,3.9,34.5,3.1434
19:27:37,0.847,3.9,34.5,3.3033
19:27:38,0.82,3.9,34.5,3.198
19:27:39,0.796,3.9,34.5,3.1044
19:27:40,0.858,3.9,34.5,3.3462
19:27:41,0.721,3.9,34.5,2.8119
19:27:42,0.791,3.9,34.5,3.0849
19:27:43,0.734,3.897,34.5,2.860398
19:27:44,0.766,3.897,34.5,2.985102
19:27:45,0.852,3.897,34.5,3.320244
19:27:46,0.82,3.897,34.5,3.19554
19:27:47,0.819,3.897,34.5,3.191643
19:27:48,0.801,3.897,34.5,3.121497
19:27:49,0.813,3.897,34.5,3.168261
19:27:50,0.856,3.897,34.5,3.335832
19:27:51,0.867,3.897,34.5,3.378699
19:27:52,0.858,3.897,34.5,3.343626
19:27:53,0.879,3.897,34.5,3.425463
19:27:54,0.84,3.897,34.5,3.27348
19:27:55,0.869,3.897,34.5,3.386493
19:27:56,0.869,3.897,34.5,3.386493
19:27:57,0.861,3.904,34.5,3.361344
19:27:58,0.726,3.904,34.5,2.834304
19:27:59,0.851,3.904,34.5,3.322304
19:28:00,0.857,3.904,34.5,3.345728
19:28:01,0.857,3.904,34.5,3.345728
19:28:02,0.866,3.904,34.5,3.380864
19:28:03,0.849,3.904,34.5,3.314496
19:28:04,0.836,3.904,34.5,3.263744
19:28:05,0.865,3.904,34.5,3.37696
19:28:06,0.861,3.904,34.5,3.361344
19:28:07,0.877,3.904,34.5,3.423808
19:28:08,0.853,3.904,34.5,3.330112
19:28:09,0.86,3.904,34.5,3.35744
19:28:10,0.876,3.904,34.5,3.419904
19:28:11,0.693,3.904,34.5,2.705472
19:28:12,0.853,3.904,34.5,3.330112
19:28:14,0.486,3.904,34.5,1.897344
19:28:15,0.871,3.904,34.5,3.400384
19:28:16,0.856,3.904,34.5,3.341824
19:28:17,0.861,3.904,34.5,3.361344
19:28:18,0.795,3.904,34.5,3.10368
19:28:19,0.843,3.904,34.5,3.291072
19:28:20,0.864,3.904,34.5,3.373056
19:28:21,0.861,3.904,34.5,3.361344
19:28:22,0.873,3.904,34.5,3.408192
19:28:23,0.858,3.904,34.5,3.349632
19:28:24,0.849,3.904,34.5,3.314496
19:28:25,0.864,3.904,34.5,3.373056
19:28:26,0.846,3.904,34.5,3.302784
19:28:27,0.869,3.904,34.5,3.392576
19:28:28,0.869,3.905,34.5,3.393445
19:28:29,0.856,3.905,34.5,3.34268
19:28:30,0.763,3.905,34.5,2.979515
