trial_number,batch_size,learning_rate,seq_len,dropout_rate,hidden_dim,num_layers,cnn_channels1,cnn_channels2,cnn_kernel_size,tf_heads,final_acc,final_loss,precision,recall,f1_score,training_time_s
0,16,0.001,5,0.3,16,1,,,,,0.9278557114228457,0.17034674851457784,0.938347435469268,0.9324531850046713,0.9325509099115188,276.93
1,16,0.001,10,0.3,16,1,,,,,0.9323962516733602,0.1426104152254053,0.9433361099920802,0.9369214073309714,0.9370737494081803,287.76
2,8,0.001,15,0.3,16,1,,,,,0.9503688799463448,0.09641710861542875,0.9485570569394837,0.9439292212259965,0.9441659080606618,544.01
3,8,0.0001,15,0.0,16,1,,,,,0.9061032863849765,0.19060595342172543,0.9258538902635862,0.9155012346325059,0.9151292529392782,536.32
4,16,0.0001,5,0.0,16,1,,,,,0.8931195724782899,0.2020072473707803,0.9100777636994866,0.8983819751990577,0.8974274735828776,269.48
5,8,0.01,15,0.0,16,1,,,,,0.9530516431924883,0.10319274894120581,0.949846712586905,0.9460608569485088,0.9463305962993805,547.26
6,8,0.0001,20,0.0,16,1,,,,,0.9079301075268817,0.18749400844161337,0.9283493393399054,0.9165058920997153,0.9160689046997996,544.12
7,8,0.0001,10,0.0,16,1,,,,,0.9350736278447122,0.1615407362496746,0.9281167091801592,0.9199557929602231,0.9198052343040877,514.63
8,8,0.001,5,0.0,16,1,,,,,0.9405477621910487,0.13664066678433784,0.9433908320137342,0.9404978324005518,0.9407037470534837,496.28
9,16,0.0001,20,0.0,16,1,,,,,0.9099462365591398,0.18073163808017725,0.9249422735475585,0.9137506779726681,0.9132715875978606,295.21
10,8,0.01,15,0.3,16,1,,,,,0.9336016096579477,0.1589122400037499,0.9427334478344995,0.9349069828550489,0.9349924596663733,547.35
11,8,0.01,15,0.3,16,1,,,,,0.898054996646546,0.19624281662948773,0.937820752255913,0.9318602950351904,0.931972372048622,545.17
12,8,0.01,15,0.3,16,1,,,,,0.9268947015425889,0.14836129621570324,0.9310061923211805,0.9273625177074114,0.9274944677651475,547.07
13,8,0.01,15,0.3,16,1,,,,,0.9289067739771966,0.15274576310673046,0.9323756357790508,0.9222721849850667,0.9220468214178505,552.76
14,8,0.001,15,0.0,16,1,,,,,0.9523809523809523,0.10145109942166407,0.9527641519462473,0.9507635766992667,0.9509902384822745,525.77
15,8,0.001,15,0.0,16,1,,,,,0.95439302481556,0.10302474261841475,0.9508743417097895,0.9485332469661992,0.9487591062392784,526.04
16,8,0.01,15,0.0,16,1,,,,,0.9584171696847753,0.10459908441959044,0.9393167417184708,0.938593017290308,0.9387143677898728,529.96
17,8,0.01,10,0.0,16,1,,,,,0.9410977242302544,0.13470588150645046,0.9497821401877697,0.9489852493416722,0.9491236816719878,519.68
18,16,0.001,20,0.0,16,1,,,,,0.9455645161290323,0.1188337010200047,0.9482673622839459,0.9450288296503044,0.9452744502622702,301.41
19,8,0.001,15,0.0,16,1,,,,,0.9564050972501676,0.09588768793278053,0.9497728285480305,0.9466625170841179,0.9469014901131938,529.87
20,8,0.01,15,0.0,16,1,,,,,0.9382964453386988,0.1254337598100125,0.9369536597031307,0.9349607870286658,0.9351390586820232,527.69
21,8,0.001,15,0.0,16,1,,,,,0.9584171696847753,0.10031590613019996,0.9530985941142192,0.9516415109349687,0.9518421564564286,529.72
22,8,0.001,15,0.0,16,1,,,,,0.9443326626425218,0.12863769787965332,0.9510822676770785,0.9488059372993458,0.9490333935075492,530.36
23,8,0.001,15,0.0,16,1,,,,,0.960429242119383,0.09332741506541138,0.9526697419511061,0.9507616027347064,0.9509835304928459,528.37
24,8,0.001,15,0.0,16,1,,,,,0.9450033534540577,0.11673463825842899,0.9465305679335013,0.9427511120367467,0.942985122786413,537.43
25,8,0.001,15,0.0,16,1,,,,,0.9510395707578806,0.11027534343404771,0.95290716468032,0.9507429406936219,0.9509705509373979,531.29
26,16,0.01,20,0.0,16,1,,,,,0.9321236559139785,0.17341116759056907,0.949669358024038,0.9471440768475362,0.9473716378008148,294.12
27,8,0.001,5,0.0,16,1,,,,,0.9412157648630595,0.13717184594846307,0.9412776070281828,0.9401562998961615,0.9403122084625177,500.0
28,8,0.001,10,0.0,16,1,,,,,0.9410977242302544,0.12672376406450905,0.9433343380277421,0.9404956488643845,0.9407019464404136,547.43
29,16,0.01,15,0.0,16,1,,,,,0.9631120053655265,0.08554320857502425,0.9523153165315984,0.9504973289362031,0.9507144737490325,285.86
30,16,0.01,5,0.0,16,1,,,,,0.9519038076152304,0.1222898849144758,0.9494701884443459,0.9490506149288085,0.9491566407352485,267.94
31,16,0.01,15,0.0,16,1,,,,,0.9530516431924883,0.09978010392029706,0.9534692733686282,0.9512799048252719,0.9515149315903191,285.04
32,16,0.01,15,0.0,16,1,,,,,0.9617706237424547,0.09311646768344876,0.953287714066459,0.9513124703163944,0.951536093284439,288.9
33,16,0.01,15,0.0,16,1,,,,,0.95439302481556,0.11095927234406897,0.9521970640490444,0.9508334662725583,0.9510300247121779,284.69
