time,voltage,current,power
02:10:54,4.89,0.51,2.4938998
02:10:55,4.89,0.57,2.7872999
02:10:56,4.88,0.53,2.5864
02:10:57,4.84,0.52,2.5168
02:10:58,4.87,0.59,2.8732998
02:10:59,4.88,0.52,2.5376
02:11:00,4.88,0.6,2.9280002
02:11:01,4.9,0.53,2.597
02:11:02,4.91,0.55,2.7005
02:11:03,4.89,0.53,2.5916998
02:11:04,4.85,0.52,2.5219998
02:11:05,4.87,0.53,2.5810997
02:11:06,4.87,0.49,2.3863
02:11:07,4.85,0.5,2.425
02:11:08,4.87,0.53,2.5810997
02:11:09,4.89,0.52,2.5428
02:11:10,4.87,0.53,2.5810997
02:11:11,4.9,0.55,2.6950002
02:11:12,4.86,0.49,2.3814
02:11:13,4.88,0.58,2.8304
02:11:14,4.9,0.52,2.5479999
02:11:15,4.91,0.47,2.3077
02:11:16,4.9,0.47,2.303
02:11:17,4.9,0.53,2.597
02:11:18,4.88,0.52,2.5376
02:11:19,4.91,0.53,2.6022997
02:11:20,4.86,0.55,2.673
02:11:21,4.89,0.59,2.8851
02:11:22,4.88,0.53,2.5864
02:11:23,4.91,0.56,2.7496
02:11:24,4.88,0.57,2.7816
02:11:25,4.89,0.52,2.5428
02:11:26,4.91,0.53,2.6022997
02:11:27,4.89,0.53,2.5916998
02:11:28,4.89,0.51,2.4938998
02:11:29,4.94,0.53,2.6181998
02:11:30,4.87,0.56,2.7272
02:11:31,4.88,0.56,2.7328
02:11:32,4.87,0.52,2.5324
02:11:33,4.84,0.58,2.8072
02:11:34,4.86,0.55,2.673
02:11:35,4.91,0.53,2.6022997
02:11:36,4.89,0.5,2.445
02:11:37,4.87,0.49,2.3863
02:11:38,4.91,0.51,2.5040998
02:11:39,4.87,0.55,2.6785
02:11:40,4.86,0.57,2.7702
02:11:41,4.89,0.49,2.3961
02:11:42,4.88,0.47,2.2936
02:11:43,4.93,0.48,2.3663998
02:11:44,4.87,0.51,2.4836998
02:11:45,4.91,0.53,2.6022997
02:11:46,4.89,0.54,2.6406
02:11:47,4.88,0.54,2.6352003
02:11:48,4.92,0.51,2.5092
02:11:49,4.92,0.5,2.46
02:11:50,4.91,0.52,2.5531998
02:11:51,4.91,0.52,2.5531998
02:11:52,4.87,0.53,2.5810997
02:11:53,4.88,0.55,2.684
02:11:54,4.9,0.52,2.5479999
02:11:55,4.87,0.52,2.5324
02:11:56,4.85,0.56,2.7159998
02:11:57,4.91,0.54,2.6514
02:11:58,4.88,0.53,2.5864
02:11:59,4.91,0.55,2.7005
02:12:00,4.85,0.57,2.7645
02:12:01,4.87,0.51,2.4836998
02:12:02,4.91,0.51,2.5040998
02:12:03,4.91,0.57,2.7986999
02:12:04,4.85,0.52,2.5219998
02:12:05,4.92,0.51,2.5092
02:12:06,4.89,0.58,2.8361998
02:12:07,4.88,0.53,2.5864
02:12:08,4.9,0.48,2.352
02:12:09,4.88,0.54,2.6352003
02:12:10,4.87,0.52,2.5324
02:12:11,4.89,0.52,2.5428
02:12:12,4.9,0.57,2.793
02:12:13,4.88,0.49,2.3912
02:12:14,4.89,0.53,2.5916998
02:12:15,4.91,0.57,2.7986999
02:12:16,4.86,0.51,2.4786
02:12:17,4.89,0.59,2.8851
02:12:18,4.89,0.49,2.3961
02:12:19,4.88,0.53,2.5864
02:12:20,4.89,0.46,2.2494
02:12:21,4.89,0.53,2.5916998
02:12:22,4.89,0.53,2.5916998
02:12:23,4.88,0.5,2.44
02:12:24,4.93,0.49,2.4157
02:12:25,4.88,0.53,2.5864
02:12:26,4.87,0.51,2.4836998
02:12:27,4.91,0.53,2.6022997
02:12:28,4.86,0.51,2.4786
02:12:29,4.87,0.51,2.4836998
02:12:30,4.87,0.52,2.5324
02:12:31,4.86,0.55,2.673
02:12:32,4.87,0.55,2.6785
02:12:33,4.92,0.6,2.9520001
02:12:34,4.88,0.6,2.9280002
02:12:35,4.86,0.47,2.2842
02:12:36,4.86,0.52,2.5272
02:12:37,4.9,0.52,2.5479999
02:12:38,4.91,0.54,2.6514
02:12:39,4.91,0.53,2.6022997
02:12:40,4.83,0.51,2.4633
02:12:41,4.88,0.55,2.684
02:12:42,4.88,0.52,2.5376
02:12:43,4.89,0.51,2.4938998
02:12:44,4.88,0.55,2.684
02:12:45,4.88,0.5,2.44
02:12:46,4.85,0.47,2.2795
02:12:47,4.91,0.57,2.7986999
02:12:48,4.87,0.49,2.3863
02:12:49,4.92,0.6,2.9520001
02:12:50,4.86,0.5,2.43
02:12:51,4.87,0.49,2.3863
02:12:52,4.9,0.56,2.744
02:12:53,4.87,0.53,2.5810997
02:12:54,4.91,0.54,2.6514
02:12:55,4.9,0.52,2.5479999
02:12:56,4.89,0.5,2.445
02:12:57,4.85,0.59,2.8614998
02:12:58,4.9,0.49,2.401
02:12:59,4.85,0.52,2.5219998
02:13:00,4.9,0.5,2.45
02:13:01,4.86,0.59,2.8674
02:13:02,4.91,0.48,2.3567998
02:13:03,4.91,0.51,2.5040998
02:13:04,4.88,0.52,2.5376
02:13:05,4.87,0.55,2.6785
02:13:06,4.87,0.51,2.4836998
02:13:07,4.86,0.52,2.5272
02:13:08,4.88,0.53,2.5864
02:13:09,4.89,0.53,2.5916998
02:13:10,4.87,0.57,2.7759
02:13:11,4.88,0.57,2.7816
02:13:12,4.87,0.52,2.5324
02:13:13,4.88,0.52,2.5376
02:13:14,4.89,0.53,2.5916998
02:13:15,4.88,0.53,2.5864
02:13:16,4.88,0.52,2.5376
02:13:17,4.92,0.59,2.9027998
02:13:18,4.86,0.53,2.5758
02:13:19,4.89,0.52,2.5428
02:13:20,4.87,0.53,2.5810997
02:13:21,4.9,0.49,2.401
02:13:22,4.89,0.6,2.934
02:13:23,4.88,0.55,2.684
02:13:24,4.84,0.53,2.5651999
02:13:25,4.93,0.49,2.4157
02:13:26,4.89,0.5,2.445
02:13:27,4.87,0.53,2.5810997
02:13:28,4.84,0.49,2.3716002
02:13:29,4.87,0.5,2.435
02:13:30,4.91,0.54,2.6514
02:13:31,4.91,0.53,2.6022997
02:13:32,4.88,0.53,2.5864
02:13:33,4.88,0.51,2.4888
02:13:34,4.86,0.55,2.673
02:13:35,4.88,0.51,2.4888
02:13:36,4.87,0.51,2.4836998
02:13:37,4.91,0.52,2.5531998
02:13:38,4.89,0.48,2.3472
02:13:39,4.89,0.53,2.5916998
02:13:40,4.87,0.49,2.3863
02:13:41,4.83,0.55,2.6565
02:13:42,4.9,0.51,2.499
02:13:43,4.88,0.5,2.44
02:13:44,4.84,0.54,2.6136003
02:13:45,4.9,0.52,2.5479999
02:13:46,4.87,0.52,2.5324
02:13:47,4.93,0.55,2.7115
02:13:48,4.86,0.5,2.43
02:13:49,4.91,0.55,2.7005
02:13:50,4.86,0.47,2.2842
02:13:51,4.91,0.54,2.6514
02:13:52,4.9,0.51,2.499
02:13:53,4.91,0.53,2.6022997
02:13:54,4.89,0.51,2.4938998
02:13:55,4.89,0.54,2.6406
02:13:56,4.9,0.6,2.94
02:13:57,4.91,0.47,2.3077
02:13:58,4.89,0.53,2.5916998
02:13:59,4.84,0.55,2.6620002
02:14:00,4.87,0.51,2.4836998
02:14:01,4.88,0.54,2.6352003
02:14:02,4.89,0.52,2.5428
02:14:03,4.88,0.54,2.6352003
02:14:04,4.84,0.5,2.42
02:14:05,4.91,0.5,2.455
02:14:06,4.88,0.49,2.3912
02:14:07,4.87,0.49,2.3863
02:14:08,4.9,0.54,2.6460001
02:14:09,4.88,0.6,2.9280002
02:14:10,4.88,0.54,2.6352003
02:14:11,4.87,0.55,2.6785
02:14:12,4.9,0.55,2.6950002
02:14:13,4.91,0.57,2.7986999
02:14:14,4.89,0.53,2.5916998
02:14:15,4.88,0.55,2.684
02:14:16,4.91,0.6,2.946
02:14:17,4.91,0.51,2.5040998
02:14:18,4.87,0.46,2.2402
02:14:19,4.91,0.55,2.7005
02:14:20,4.87,0.51,2.4836998
02:14:21,4.88,0.53,2.5864
02:14:22,4.87,0.52,2.5324
02:14:23,4.87,0.49,2.3863
02:14:24,4.87,0.55,2.6785
02:14:25,4.88,0.58,2.8304
02:14:26,4.92,0.54,2.6568
02:14:27,4.88,0.56,2.7328
02:14:28,4.89,0.51,2.4938998
02:14:29,4.92,0.51,2.5092
02:14:30,4.87,0.56,2.7272
02:14:31,4.88,0.57,2.7816
02:14:32,4.91,0.54,2.6514
02:14:33,4.91,0.49,2.4059
02:14:34,4.91,0.49,2.4059
02:14:35,4.91,0.5,2.455
