batch_size,learning_rate,seq_len,final_acc,final_loss,precision,recall,f1_score,training_time_s
8,0.1,10,0.8377926421404682,0.2632741649015246,0.8451222266237395,0.8436110572182647,0.8433501732421629,288.12
8,0.1,20,0.7651006711409396,0.38994661984856477,0.8232594495306271,0.8225999153490915,0.8208405176266558,152.19
8,0.1,30,0.7537688442211056,0.4801764360175061,0.8336951077619372,0.8277278261151098,0.8266366027494407,114.49
8,0.1,40,0.7972972972972973,0.3254549837217899,0.8084897414216704,0.8035615563705452,0.798918623438179,91.7
8,0.01,10,0.9180602006688964,0.16165519451463953,0.9378729221191755,0.9356889527772135,0.935879954622369,224.43
8,0.01,20,0.959731543624161,0.14502772876126205,0.9376306844031274,0.9329276020193624,0.9331017023364429,121.57
8,0.01,30,0.914572864321608,0.188483367668225,0.9311190096825591,0.9252282621584538,0.9251962444205017,87.86
8,0.01,40,0.8851351351351351,0.2190833617008398,0.9216901408450704,0.9165806255693896,0.9165798504718715,69.68
8,0.001,10,0.9080267558528428,0.21948509922999784,0.9371551481456863,0.9346317655868449,0.9348397976235062,223.67
8,0.001,20,0.9295302013422819,0.17265690183604426,0.912450605470656,0.9082347144119857,0.9081565057293095,121.74
8,0.001,30,0.864321608040201,0.26408718609645665,0.9047002978406552,0.8907771924178002,0.8891938488797786,87.55
8,0.001,40,0.8986486486486487,0.20440273102183318,0.9192137320044297,0.8892043729122381,0.8856296213577519,69.11
8,0.0001,10,0.903010033444816,0.2014761396161015,0.9202437173216393,0.9007630190065905,0.8990521220048406,223.52
8,0.0001,20,0.912751677852349,0.2060283874341243,0.9057291666666666,0.8903218297591158,0.8886713923894243,121.78
8,0.0001,30,0.8844221105527639,0.25540932297388363,0.9151234567901235,0.8968161875561127,0.8949342929890685,87.34
8,0.0001,40,0.8648648648648649,0.2916994100889644,0.899813078384507,0.8769890677194049,0.8736524244166848,69.29
16,0.1,10,0.8946488294314381,0.20991759195051557,0.8565669966161946,0.856390777171154,0.8560526498160194,149.82
16,0.1,20,0.889261744966443,0.24200075200567747,0.8765452789272201,0.854219228689854,0.8490075122141367,87.38
16,0.1,30,0.7839195979899497,0.3447262358759922,0.7940183121706833,0.7952901757072949,0.7944619344478072,66.22
16,0.1,40,0.8783783783783784,0.26344629556597016,0.8334510926569436,0.8354625584962664,0.8337067491351157,52.72
16,0.01,10,0.9230769230769231,0.16423348574108151,0.9397180898781566,0.9358730959040946,0.9360673276706264,121.59
16,0.01,20,0.9395973154362416,0.15038286319508565,0.9284194009445688,0.9224710157986424,0.9224912025239655,67.49
16,0.01,30,0.8894472361809045,0.2225058308542987,0.9088810122067342,0.9047522729222529,0.9046568651393003,49.67
16,0.01,40,0.918918918918919,0.19156129616950804,0.9014603223488348,0.8989067719404799,0.8984912415955059,40.67
16,0.001,10,0.919732441471572,0.1839823022165664,0.9371177331190967,0.9327389413423516,0.9328931412866436,122.1
16,0.001,20,0.9362416107382551,0.15966742478651713,0.9229020954395737,0.9053958671232054,0.9041775001389525,68.27
16,0.001,30,0.864321608040201,0.2776593689689174,0.9181193027346874,0.8924626903596293,0.8894454382826475,50.19
16,0.001,40,0.8783783783783784,0.26959362054067487,0.9045902541099347,0.8840115396295172,0.8813994344840259,40.82
16,0.0001,10,0.9080267558528428,0.19049602850540043,0.9142435264014541,0.8995676842833373,0.8983306316327981,124.31
16,0.0001,20,0.912751677852349,0.20775913505896226,0.902274907003043,0.886909052682165,0.8851645544499599,67.62
16,0.0001,30,0.864321608040201,0.27792663119695893,0.9037851249206623,0.8854454288279436,0.8829951149475601,49.58
16,0.0001,40,0.8648648648648649,0.28499301643790426,0.8996132397913295,0.8755314303067112,0.8717963608207511,40.55
32,0.1,10,0.8578595317725752,0.2662942489658959,0.883353362017367,0.8771069417787563,0.8762718263106296,86.22
32,0.1,20,0.8926174496644296,0.20068890913204301,0.8671841015464743,0.8608365268976577,0.8594142447260289,52.89
32,0.1,30,0.8592964824120602,0.34174181109097734,0.8238990440971539,0.823098296544241,0.8213623359699598,42.2
32,0.1,40,0.8243243243243243,0.3004212508330474,0.8407639004886315,0.8385372624136669,0.8359762974519235,34.42
32,0.01,10,0.9230769230769231,0.2105819927808674,0.9386375643327194,0.9363429945845917,0.9365265803664695,71.65
32,0.01,20,0.9463087248322147,0.13659056397860062,0.9234381826124946,0.9169369856430588,0.9168590171900626,43.08
32,0.01,30,0.8944723618090452,0.22203785619482308,0.9253280273309181,0.9082208256398964,0.9069435499312433,33.07
32,0.01,40,0.8783783783783784,0.2434826628556727,0.9042459356624006,0.8854160340115397,0.883068824638592,28.4
32,0.001,10,0.9096989966555183,0.219420497036639,0.9342505985147349,0.9296133753652427,0.9297430456675013,72.53
32,0.001,20,0.9429530201342282,0.15648762879802552,0.9106605240521406,0.8958558599146994,0.8945037920828709,43.09
32,0.001,30,0.8693467336683417,0.2709544310814247,0.905886810407702,0.8864575745769316,0.8839238593617038,32.92
32,0.001,40,0.8445945945945946,0.3823915774921408,0.8875599332916406,0.8702323109626481,0.8672421251327225,28.65
32,0.0001,10,0.8979933110367893,0.21641710817340426,0.9096902347930175,0.8911606625413622,0.8891024526844341,72.52
32,0.0001,20,0.9161073825503355,0.2229283550541673,0.9026476017698402,0.8847352375803448,0.8825382050764634,42.87
32,0.0001,30,0.8592964824120602,0.30138572683585946,0.8992244185048369,0.8759973235309064,0.872217410570326,32.77
32,0.0001,40,0.8648648648648649,0.30821780739603816,0.8946640447057578,0.8757971454600668,0.8730470080700689,28.43
