batch_size,learning_rate,seq_len,final_acc,final_loss,precision,recall,f1_score,training_time_s
8,0.1,10,0.8377926421404682,0.3667002893182096,0.8484840248600167,0.8484477644832438,0.8482967655435355,363.26
8,0.1,20,0.8523489932885906,0.36732366861112964,0.8380277186824302,0.8338852345768006,0.8315856091538054,236.92
8,0.1,30,0.8190954773869347,0.31452510202280565,0.8714608457456653,0.8443665172681717,0.838435301704146,217.11
8,0.1,40,0.7702702702702703,0.526574452996027,0.8252186366731595,0.8229673277426086,0.8206497591709682,196.05
8,0.01,10,0.9364548494983278,0.1404056118004669,0.9350067641154503,0.9341494589995274,0.934282910427066,393.4
8,0.01,20,0.9630872483221476,0.10660450473378826,0.9319102742302438,0.9289136180693218,0.9290976512121674,200.6
8,0.01,30,0.9346733668341709,0.16794527953162794,0.920510840919914,0.9171649755221656,0.9171455977698938,154.46
8,0.01,40,0.918918918918919,0.19115055255305552,0.9064153955732102,0.9063012450652901,0.9063517604656879,130.98
8,0.001,10,0.9297658862876255,0.17139202933562525,0.935007898146339,0.9325935547039339,0.9327745884191428,411.28
8,0.001,20,0.9463087248322147,0.14239321854482484,0.9244709363799197,0.9206125728359464,0.9207485227394947,217.68
8,0.001,30,0.8542713567839196,0.24705579267854536,0.9003180159750608,0.8899385246797445,0.8888446126434169,196.97
8,0.001,40,0.8716216216216216,0.24232778018867485,0.9043329043329044,0.88109626480413,0.8778435859469647,136.73
8,0.0001,10,0.9180602006688964,0.188826283235607,0.9328066888011832,0.9290224282840801,0.929152977423778,342.38
8,0.0001,20,0.9295302013422819,0.16733683830700602,0.9151951359373945,0.8970948218898299,0.8954146628565233,141.68
8,0.0001,30,0.8844221105527639,0.239990857641573,0.9114689694250916,0.8916742327315724,0.8893730657893808,105.83
8,0.0001,40,0.8648648648648649,0.3056926450541092,0.9076167662186826,0.8910871545703007,0.8894355010165221,88.7
16,0.1,10,0.8745819397993311,0.2572552261946412,0.8770927613812511,0.8716576204035432,0.8710179034902726,213.07
16,0.1,20,0.9295302013422819,0.1717098211195703,0.8997409415909641,0.899054634468673,0.8991525288298665,148.32
16,0.1,30,0.8291457286432161,0.4079560107989095,0.8371050304035379,0.8369385077400667,0.8357088558458917,133.68
16,0.1,40,0.8581081081081081,0.24167834838988564,0.845319893458639,0.8449220179557259,0.8442608968256706,103.48
16,0.01,10,0.9180602006688964,0.16625574548229596,0.9393954093543536,0.9374001817749601,0.937600426308559,134.23
16,0.01,20,0.9563758389261745,0.132169866667717,0.9350066934404283,0.9316017901123326,0.9317758297444921,79.78
16,0.01,30,0.9095477386934674,0.22417213888394286,0.9205327797958831,0.9160891522948073,0.9161701312930046,61.48
16,0.01,40,0.9391891891891891,0.18623266556509455,0.9097733225243203,0.9056103856665654,0.9055555555555556,52.85
16,0.001,10,0.9130434782608695,0.2221193831299321,0.9401602680397129,0.9365816438530543,0.9367922626011425,134.78
16,0.001,20,0.8959731543624161,0.21674771792561615,0.9117904821658873,0.8858165134859133,0.8825716477225556,80.18
16,0.001,30,0.8793969849246231,0.24808606726407592,0.8799692839994351,0.8747183778564532,0.8740161191497384,61.83
16,0.001,40,0.8918918918918919,0.22067297694927737,0.9027439024390245,0.8869268144549044,0.885077193668165,52.88
16,0.0001,10,0.919732441471572,0.18149943093316245,0.9200601614609961,0.9104372698210914,0.9099970309141221,134.99
16,0.0001,20,0.9261744966442953,0.17570450789788924,0.9176879260091368,0.8948947257764162,0.8926802942987541,80.21
16,0.0001,30,0.8743718592964824,0.2507631428418073,0.9035493827160493,0.886525333288161,0.8843215953111966,62.25
16,0.0001,40,0.8783783783783784,0.3050877808316334,0.9072707522773991,0.8882250227755846,0.8860485636374994,53.15
32,0.1,10,0.8846153846153846,0.43472606624266424,0.8911025870636348,0.8784116836472153,0.87675587028196,139.02
32,0.1,20,0.9161073825503355,0.182561157366547,0.8905259816429877,0.8616117018081336,0.8560258687260853,110.35
32,0.1,30,0.8793969849246231,0.3043834434526191,0.9148399886717643,0.8978960920163298,0.8962226328266629,66.04
32,0.1,40,0.8581081081081081,0.317937027763676,0.8710483859716954,0.8673588887072033,0.8666126150911493,65.07
32,0.01,10,0.9230769230769231,0.17644807919482583,0.9397010800390341,0.9358730959040946,0.9360590360829067,80.4
32,0.01,20,0.9328859060402684,0.20385759716737084,0.9313925579404391,0.9281890130353817,0.928345451937089,49.91
32,0.01,30,0.8542713567839196,0.27748308692071305,0.8972258390010782,0.8815486881858862,0.8799835164058437,39.55
32,0.01,40,0.9256756756756757,0.17748049972421565,0.9215726920950801,0.9196553294867902,0.9197881743370924,34.31
32,0.001,10,0.9180602006688964,0.1975284495719124,0.9285550131040442,0.9253194338237858,0.9254679549708864,80.13
32,0.001,20,0.912751677852349,0.19107258232972965,0.9091881961835058,0.8930625638253139,0.8914884928364964,50.17
32,0.001,30,0.8442211055276382,0.2796272777732293,0.8977019727798967,0.879237036911558,0.8764204545454546,39.64
32,0.001,40,0.8581081081081081,0.28619018402202306,0.9046301683190412,0.8768827816580625,0.8726541624258874,34.35
32,0.0001,10,0.903010033444816,0.19457608364276388,0.916762246602613,0.9023284115395525,0.9012361856388841,80.25
32,0.0001,20,0.9194630872483222,0.18610029912634984,0.910884587070004,0.8944066498468192,0.8927972422534993,49.56
32,0.0001,30,0.8743718592964824,0.26465991334100464,0.9094631483166515,0.8895278911795097,0.8870738636363636,39.42
32,0.0001,40,0.8783783783783784,0.26490789269273346,0.9052982309889931,0.878303433078714,0.8743367127419455,34.56
