trial_number,batch_size,learning_rate,seq_len,dropout_rate,hidden_dim,num_layers,cnn_channels1,cnn_channels2,cnn_kernel_size,tf_heads,final_acc,final_loss,precision,recall,f1_score,training_time_s
0,16,0.0001,5,0.0,16,1,,,,,0.9134936539746159,0.176558074234389,0.9217244291600795,0.9094281625852353,0.9087513536399028,744.79
1,8,0.001,20,0.3,16,1,,,,,0.9489247311827957,0.11846934148158299,0.9530317405353464,0.9510437555044626,0.9512706309580883,3359.56
2,8,0.001,20,0.0,16,1,,,,,0.9559811827956989,0.10854201310741698,0.9599999931601775,0.9589515911351062,0.9591328756621389,3352.72
3,8,0.001,5,0.3,16,1,,,,,0.9402137608550434,0.13037245556260713,0.9432771923188559,0.9414491708047534,0.9416366355820156,1446.75
4,8,0.001,20,0.0,16,1,,,,,0.9616935483870968,0.09468451791889758,0.9557897079085782,0.9538787985546415,0.9541105469253277,3342.97
5,8,0.01,20,0.0,16,1,,,,,0.9640456989247311,0.09156502427649162,0.949597238833096,0.9473163207566109,0.9475492059771595,3336.49
6,8,0.0001,20,0.3,16,1,,,,,0.9344758064516129,0.1596894209184424,0.9317547461812226,0.9197630013958329,0.9193700578055108,3351.28
7,8,0.001,15,0.0,16,1,,,,,0.9553990610328639,0.09331270529671469,0.9530981983947803,0.9526109668284432,0.9527270643224515,2699.72
8,8,0.001,15,0.3,16,1,,,,,0.9406438631790744,0.1463700002189312,0.9433198028922535,0.9429620604932135,0.9430446887658126,3642.33
9,16,0.001,5,0.3,16,1,,,,,0.9395457581830328,0.1305172801478921,0.9439720778081002,0.9412853304311187,0.941493483068152,776.05
10,16,0.01,10,0.0,16,1,,,,,0.9511378848728246,0.0963210456978839,0.9529249492264826,0.9523542507885978,0.9524830446359424,1088.48
11,8,0.01,20,0.0,16,1,,,,,0.9653897849462365,0.08264742439395288,0.9556441428757365,0.9550386032975051,0.955171747557541,3374.72
12,8,0.01,20,0.0,16,1,,,,,0.9593413978494624,0.09481289385559707,0.9408740953508923,0.9388555720690172,0.9390418258924916,3396.82
