batch_size,learning_rate,seq_len,final_acc,final_loss,precision,recall,f1_score,training_time_s
8,0.1,10,0.8846153846153846,1331.0277095526756,0.9010614772897496,0.8945144802240039,0.8940758211427353,522.64
8,0.1,20,0.7718120805369127,283.9567305801699,0.8425508360674817,0.842208806391542,0.8415184952559229,272.23
8,0.1,30,0.8391959798994975,456.88624764447235,0.8644657535157566,0.862746106879531,0.8626306191470542,191.28
8,0.1,40,0.8716216216216216,607.9574799408783,0.9058080808080808,0.9045778924992407,0.904669290319634,151.45
8,0.01,10,0.9096989966555183,0.23694226211933403,0.8942683898960475,0.8891885893826648,0.8889071395493173,542.2
8,0.01,20,0.9026845637583892,0.19029411353430553,0.8963365539452496,0.8864735387757554,0.8854345296423322,279.99
8,0.01,30,0.8743718592964824,0.221790374810082,0.8956961283241032,0.8858221829725637,0.884704465805607,201.51
8,0.01,40,0.8918918918918919,0.29259161123598065,0.8991095523353587,0.8931455223590056,0.8924731482389537,158.07
8,0.001,10,0.9230769230769231,0.16081592636049757,0.9419723635160053,0.9364175975648936,0.9365835565696229,511.38
8,0.001,20,0.9563758389261745,0.10774992301744145,0.9341924193969455,0.9324840812158346,0.9325706251627425,277.22
8,0.001,30,0.9396984924623115,0.17406904115400104,0.9337718764226954,0.929484202520952,0.9295928073700507,195.04
8,0.001,40,0.9256756756756757,0.20925949089852922,0.9359061637287445,0.9318706346796235,0.9320110837787479,163.3
8,0.0001,10,0.9113712374581939,0.18249973832825372,0.9380168554616372,0.9341438681213947,0.9342982789697524,493.13
8,0.0001,20,0.959731543624161,0.11913371939401057,0.9383862885450907,0.9345402447336837,0.9346633846243545,253.4
8,0.0001,30,0.9346733668341709,0.17714303442850754,0.9339026915113872,0.9305600257483103,0.9306681088631206,175.99
8,0.0001,40,0.9324324324324325,0.17601511510615736,0.9375462449130596,0.9347327664743394,0.9349278756302777,139.48
16,0.1,10,0.8311036789297659,4880.975987667224,0.8613852060014398,0.8563372159738034,0.8526376310921767,281.5
16,0.1,20,0.9463087248322147,135.97378355704697,0.8645675395146563,0.862411395446627,0.8622075813634736,153.97
16,0.1,30,0.8994974874371859,25.952384833714472,0.8924216968652351,0.882713905781512,0.881426344999925,114.74
16,0.1,40,0.8513513513513513,230.01472101984797,0.8546911712824572,0.8534618888551473,0.8531340014062117,91.52
16,0.01,10,0.8645484949832776,0.33963362451480783,0.89668463930529,0.8967400882702175,0.8967087393175737,291.75
16,0.01,20,0.9395973154362416,0.15541347793863688,0.905405120618221,0.9050880038445365,0.904806766619085,154.62
16,0.01,30,0.9095477386934674,0.21358683471035375,0.9186380123734248,0.9151108859014341,0.9151434960284268,120.49
16,0.01,40,0.9121621621621622,0.2243157741429452,0.9103286384976526,0.9055572426358944,0.905457163868121,90.73
16,0.001,10,0.9230769230769231,0.18585807780350114,0.9360600975925287,0.9343583901905279,0.9345182134951217,279.73
16,0.001,20,0.959731543624161,0.1293512978809782,0.9379206726083261,0.9336179191445906,0.933838655346759,159.63
16,0.001,30,0.9396984924623115,0.15666179971654243,0.9464100692034851,0.9396395393664452,0.9397727283518086,129.85
16,0.001,40,0.918918918918919,0.18744330886260582,0.9374161165787462,0.9273382933495293,0.927242580265247,120.21
16,0.0001,10,0.9163879598662207,0.18375216229197314,0.9341842840041277,0.9315228489155882,0.931680124062139,274.57
16,0.0001,20,0.9530201342281879,0.11847433541257642,0.9320994702228718,0.9296382231032618,0.9298076923076923,149.56
16,0.0001,30,0.9195979899497487,0.17944953311000628,0.9295993010467168,0.9275913472125761,0.9277080783353733,106.48
16,0.0001,40,0.918918918918919,0.18711875816483667,0.920361601377529,0.9182508351047677,0.9183759804257849,85.19
32,0.1,10,0.9046822742474916,73.73746962531355,0.8573009728351104,0.8569151819932326,0.8560803969126873,162.99
32,0.1,20,0.9093959731543624,118.02746172399328,0.9049323952479766,0.8725220760497387,0.867165445328858,95.45
32,0.1,30,0.9246231155778895,107.47213116363065,0.8858890240350847,0.8843697592871783,0.8843329253365974,71.93
32,0.1,40,0.8851351351351351,99.69459059431746,0.8884175727093403,0.8886273914363803,0.8883529301762373,64.68
32,0.01,10,0.9147157190635451,0.2201522792058256,0.9224186592607645,0.921039970493395,0.9211830385082915,164.88
32,0.01,20,0.9563758389261745,0.13094929440704686,0.900875796178344,0.8979846218537875,0.8968856645648292,93.97
32,0.01,30,0.864321608040201,0.39262970924098806,0.8814428924591604,0.8774855561924632,0.8786448085464985,66.24
32,0.01,40,0.8581081081081081,0.3052562430903718,0.907072499717034,0.904631035529912,0.905055006340518,62.36
32,0.001,10,0.9264214046822743,0.17572608376847096,0.9411688158050979,0.9387338750695206,0.9389304452604199,170.38
32,0.001,20,0.9664429530201343,0.09721184536913248,0.9117504528280087,0.9060115936805431,0.9071363865443786,106.73
32,0.001,30,0.9346733668341709,0.1606765921540034,0.9433359518198481,0.9376111666356106,0.9377136021872864,81.43
32,0.001,40,0.918918918918919,0.27756081058366877,0.9323170901568114,0.9307849984816278,0.9309372089574893,67.29
32,0.0001,10,0.9147157190635451,0.1752562024692745,0.9302158292958418,0.9277680291952203,0.9279093560021304,150.8
32,0.0001,20,0.9463087248322147,0.13004211256410814,0.9267530487804878,0.924130473959272,0.9242732876143918,85.08
32,0.0001,30,0.9346733668341709,0.19491807444245382,0.9356235367029335,0.9326520759575154,0.9327789386775389,63.22
32,0.0001,40,0.8783783783783784,0.22038553249896378,0.9076377372397273,0.9058761008199211,0.905958549222798,51.37
