Fold,Pre-train Loss,Pre-train Accuracy,Post-train Loss,Post-train Accuracy,Precision,Recall,F1-Score
1,1.3867330916949219,0.2396469789545146,0.01824374600101144,0.9933808553971487,0.9932593594839146,0.9931927273148882,0.9932212131662181
2,1.393869328369331,0.24885418434900697,0.03951296045182735,0.9837039551858767,0.9836818274318274,0.9831569678118621,0.9832953667916304
3,1.3890206034935062,0.24885418434900697,0.045843170851274956,0.9809879477168563,0.9811326452792256,0.9803220989245482,0.9805030350556185
4,1.3854578240499333,0.2624342216941097,0.03256052823835164,0.9867594635885248,0.9870656389373667,0.9862419758143992,0.9864268725720812
5,1.3920348161065381,0.12255983703955185,0.02603662606796521,0.9918519775929384,0.9916392004678114,0.9917127933171547,0.9916567422725058
