Fold,Pre-train Loss,Pre-train Accuracy,Post-train Loss,Post-train Accuracy,Precision,Recall,F1-Score
1,1.1141440868377686,0.29396984924623115,0.10177936404943466,0.9581239530988275,0.9574540905443044,0.9569412069412069,0.9570626428790272
2,1.5526553392410278,0.01256281407035176,0.09569569677114487,0.9489112227805695,0.9486915090314323,0.9473581973581973,0.9475454955765525
3,1.3493067026138306,0.35343383584589616,0.13141661882400513,0.9430485762144054,0.944434869388292,0.9412944778798438,0.9414620994175517
4,1.402016520500183,0.2548197820620285,0.1020476445555687,0.9555741827326069,0.9563105352085862,0.9541245791245792,0.9543714725348722
5,1.4323338270187378,0.21207041072925398,0.11838991194963455,0.9463537300922046,0.9492292103929941,0.9444444444444444,0.9446882189701382
