timestamp,current,voltage,power,temp_C
27:06.7,1.44,4.32,6.23,43.31
27:07.2,1.44,4.33,6.21,43.33
27:07.7,1.43,4.32,6.19,43.39
27:08.2,1.44,4.32,6.23,43.43
27:08.7,1.44,4.32,6.21,43.43
27:09.2,1.43,4.32,6.2,43.41
27:09.7,1.44,4.33,6.23,43.41
27:10.2,1.43,4.32,6.2,43.51
27:10.7,1.45,4.33,6.27,43.47
27:11.3,1.44,4.33,6.25,43.51
27:11.8,1.45,4.32,6.26,43.51
27:12.3,1.44,4.32,6.24,43.57
27:12.8,1.44,4.32,6.21,43.53
27:13.3,1.43,4.32,6.2,43.53
27:13.8,1.43,4.32,6.2,43.53
27:14.3,1.44,4.32,6.21,43.61
27:14.8,1.44,4.32,6.24,43.59
27:15.3,1.44,4.32,6.2,43.67
27:15.8,1.44,4.32,6.24,43.61
27:16.3,1.45,4.32,6.26,43.61
27:16.8,1.44,4.32,6.21,43.61
27:17.3,1.44,4.32,6.24,43.63
27:17.8,1.43,4.32,6.19,43.67
27:18.3,1.44,4.31,6.2,43.71
27:18.8,1.43,4.32,6.2,43.73
27:19.3,1.44,4.32,6.22,43.71
27:19.8,1.44,4.32,6.21,43.73
27:20.3,1.45,4.32,6.24,43.69
27:20.8,1.43,4.32,6.19,43.79
27:21.3,1.45,4.32,6.27,43.79
27:21.8,1.44,4.32,6.22,43.77
27:22.3,1.44,4.32,6.23,43.83
27:22.8,1.44,4.32,6.22,43.79
27:23.3,1.45,4.32,6.26,43.79
27:23.8,1.44,4.32,6.22,43.87
27:24.3,1.45,4.33,6.27,43.81
27:24.8,1.44,4.32,6.24,43.83
27:25.3,1.44,4.33,6.25,43.89
27:25.8,1.43,4.32,6.18,43.89
27:26.3,1.43,4.32,6.19,43.87
27:26.8,1.43,4.32,6.19,43.91
27:27.3,1.44,4.32,6.22,43.97
27:27.8,1.44,4.32,6.23,43.97
27:28.3,1.44,4.32,6.21,43.93
27:28.8,1.43,4.33,6.19,43.93
27:29.3,1.45,4.32,6.25,43.97
27:29.8,1.44,4.32,6.22,43.93
27:30.3,1.45,4.32,6.25,43.99
27:30.8,1.45,4.32,6.25,44.03
27:31.3,1.44,4.32,6.22,44.07
27:31.8,1.44,4.32,6.21,44.07
27:32.3,1.43,4.32,6.18,44.07
27:32.8,1.44,4.32,6.23,44.03
27:33.3,1.44,4.32,6.22,44.07
27:33.8,1.44,4.31,6.22,44.07
27:34.3,1.44,4.33,6.24,44.19
27:34.8,1.44,4.32,6.24,44.19
27:35.3,1.45,4.32,6.25,44.15
27:35.8,1.44,4.32,6.22,44.19
27:36.4,1.44,4.32,6.22,44.19
27:36.9,1.44,4.32,6.21,44.21
27:37.4,1.44,4.32,6.22,44.19
27:37.9,1.44,4.32,6.24,44.19
27:38.4,1.44,4.33,6.25,44.23
27:38.9,1.43,4.32,6.2,44.25
27:39.4,1.44,4.32,6.21,44.29
27:39.9,1.45,4.32,6.26,44.29
27:40.4,1.44,4.32,6.22,44.25
27:40.9,1.43,4.32,6.19,44.31
27:41.4,1.44,4.32,6.25,44.31
27:41.9,1.46,4.32,6.29,44.33
27:42.4,1.45,4.32,6.25,44.33
27:42.9,1.44,4.33,6.23,44.35
27:43.4,1.44,4.32,6.21,44.29
27:43.9,1.44,4.32,6.23,44.35
27:44.4,1.44,4.32,6.22,44.41
27:44.9,1.44,4.32,6.23,44.35
27:45.4,1.44,4.32,6.22,44.41
27:45.9,1.44,4.33,6.23,44.45
27:46.4,1.43,4.32,6.2,44.45
27:46.9,1.44,4.32,6.22,44.45
27:47.4,1.44,4.33,6.24,44.45
27:47.9,1.44,4.32,6.21,44.45
27:48.4,1.44,4.32,6.21,44.49
27:48.9,1.45,4.32,6.26,44.49
27:49.4,1.44,4.32,6.25,44.49
27:49.9,1.43,4.33,6.21,44.51
27:50.4,1.44,4.32,6.23,44.53
27:50.9,1.44,4.32,6.24,44.51
27:51.4,1.44,4.31,6.19,44.53
27:51.9,1.43,4.32,6.2,44.51
27:52.4,1.45,4.33,6.26,44.53
27:52.9,1.44,4.32,6.22,44.57
27:53.4,1.44,4.32,6.22,44.61
27:53.9,1.44,4.32,6.23,44.63
27:54.4,1.44,4.32,6.23,44.57
27:54.9,1.43,4.31,6.17,44.65
27:55.4,1.44,4.32,6.21,44.65
27:55.9,1.45,4.32,6.26,44.63
27:56.4,1.43,4.32,6.18,44.67
27:56.9,1.45,4.31,6.24,44.67
27:57.4,1.44,4.32,6.21,44.75
27:57.9,1.44,4.32,6.24,44.73
27:58.4,1.44,4.32,6.21,44.75
27:58.9,1.44,4.32,6.22,44.73
27:59.4,1.44,4.32,6.22,44.77
27:59.9,1.44,4.32,6.23,44.83
28:00.4,1.44,4.32,6.21,44.83
28:00.9,1.44,4.31,6.19,44.83
28:01.5,1.44,4.32,6.23,44.81
28:02.0,1.44,4.32,6.22,44.83
28:02.5,1.43,4.32,6.2,44.91
28:03.0,1.44,4.32,6.21,44.87
28:03.5,1.45,4.32,6.25,44.85
28:04.0,1.44,4.33,6.24,44.81
28:04.5,1.44,4.32,6.22,44.95
28:05.0,1.44,4.33,6.25,44.93
28:05.5,1.45,4.32,6.27,44.97
28:06.0,1.44,4.33,6.22,44.93
28:06.5,1.44,4.32,6.23,44.95
28:07.0,1.44,4.32,6.23,44.99
28:07.5,1.44,4.32,6.24,45.03
28:08.0,1.44,4.32,6.21,44.99
28:08.5,1.44,4.32,6.23,45.07
28:09.0,1.44,4.32,6.21,45.07
28:09.5,1.44,4.33,6.22,45.05
28:10.0,1.44,4.32,6.2,45.09
28:10.5,1.44,4.32,6.24,45.09
28:11.0,1.43,4.32,6.19,45.09
28:11.5,1.44,4.32,6.24,45.13
28:12.0,1.44,4.32,6.22,45.13
28:12.5,1.44,4.32,6.21,45.13
28:13.0,1.44,4.33,6.24,45.17
28:13.5,1.44,4.33,6.25,45.19
28:14.0,1.43,4.32,6.18,45.19
28:14.5,1.44,4.32,6.21,45.19
28:15.0,1.43,4.33,6.21,45.29
28:15.5,1.44,4.31,6.21,45.19
28:16.0,1.44,4.33,6.22,45.19
28:16.5,1.43,4.32,6.19,45.23
28:17.0,1.44,4.33,6.24,45.25
28:17.5,1.44,4.32,6.24,45.23
28:18.0,1.44,4.31,6.21,45.37
28:18.5,1.44,4.32,6.23,45.23
28:19.0,1.44,4.32,6.24,45.37
28:19.5,1.45,4.32,6.26,45.29
28:20.0,1.44,4.32,6.24,45.35
28:20.5,1.44,4.32,6.24,45.35
28:21.0,1.44,4.32,6.24,45.29
28:21.5,1.45,4.32,6.25,45.41
28:22.0,1.43,4.32,6.19,45.37
28:22.5,1.44,4.32,6.22,45.37
28:23.0,1.44,4.32,6.22,45.41
28:23.5,1.44,4.32,6.22,45.35
28:24.0,1.43,4.32,6.19,45.47
28:24.5,1.44,4.32,6.23,45.47
28:25.0,1.44,4.32,6.22,45.49
28:25.5,1.45,4.32,6.25,45.39
28:26.1,1.44,4.32,6.21,45.45
28:26.6,1.44,4.32,6.23,45.47
28:27.1,1.44,4.32,6.21,45.47
28:27.6,1.45,4.32,6.25,45.47
28:28.1,1.44,4.32,6.21,45.49
28:28.6,1.44,4.32,6.24,45.51
28:29.1,1.44,4.33,6.22,45.57
28:29.6,1.44,4.32,6.23,45.53
28:30.1,1.44,4.32,6.22,45.57
28:30.6,1.44,4.33,6.22,45.51
28:31.1,1.44,4.32,6.22,45.53
28:31.6,1.45,4.33,6.26,45.59
28:32.1,1.45,4.32,6.25,45.59
28:32.6,1.44,4.33,6.25,45.61
28:33.1,1.44,4.32,6.22,45.63
28:33.6,1.44,4.32,6.23,45.63
28:34.1,1.44,4.32,6.23,45.69
28:34.6,1.44,4.32,6.23,45.61
28:35.1,1.44,4.32,6.23,45.63
28:35.6,1.44,4.33,6.24,45.63
28:36.1,1.45,4.33,6.26,45.71
28:36.6,1.44,4.33,6.23,45.71
28:37.1,1.44,4.32,6.22,45.79
28:37.6,1.44,4.32,6.24,45.71
28:38.1,1.44,4.33,6.23,45.73
28:38.6,1.43,4.32,6.2,45.73
28:39.1,1.44,4.32,6.23,45.75
28:39.6,1.44,4.32,6.22,45.81
28:40.1,1.44,4.33,6.24,45.91
28:40.6,1.44,4.32,6.21,45.83
28:41.1,1.45,4.32,6.25,45.81
28:41.6,1.44,4.31,6.21,45.85
28:42.1,1.43,4.32,6.2,45.89
28:42.6,1.45,4.32,6.25,45.85
28:43.1,1.44,4.32,6.2,45.91
28:43.6,1.44,4.32,6.22,45.93
28:44.1,1.44,4.32,6.21,45.91
28:44.6,1.45,4.32,6.26,45.91
28:45.1,1.44,4.32,6.22,45.91
28:45.6,1.44,4.32,6.22,45.91
28:46.1,1.44,4.32,6.23,45.95
28:46.6,1.44,4.32,6.23,45.93
28:47.1,1.44,4.32,6.22,45.95
28:47.6,1.44,4.33,6.23,45.97
28:48.1,1.44,4.32,6.24,45.97
28:48.6,1.44,4.32,6.22,46.03
28:49.1,1.44,4.32,6.21,46.01
28:49.6,1.44,4.33,6.24,46.03
28:50.1,1.44,4.31,6.19,46.03
28:50.6,1.44,4.32,6.24,46.05
28:51.2,1.45,4.32,6.25,46.05
28:51.7,1.44,4.32,6.25,46.03
28:52.2,1.44,4.31,6.21,46.17
28:52.7,1.44,4.33,6.25,46.13
28:53.2,1.44,4.32,6.22,46.15
28:53.7,1.44,4.32,6.23,46.19
28:54.2,1.44,4.32,6.2,46.17
28:54.7,1.44,4.32,6.22,46.19
28:55.2,1.44,4.33,6.22,46.23
28:55.7,1.44,4.32,6.22,46.25
28:56.2,1.44,4.32,6.23,46.23
28:56.7,1.44,4.32,6.22,46.23
28:57.2,1.44,4.32,6.22,46.27
28:57.7,1.44,4.31,6.22,46.27
28:58.2,1.44,4.32,6.2,46.25
28:58.7,1.44,4.32,6.23,46.27
28:59.2,1.44,4.32,6.24,46.35
28:59.7,1.43,4.31,6.19,46.35
29:00.2,1.44,4.32,6.2,46.37
29:00.7,1.44,4.32,6.22,46.37
29:01.2,1.43,4.32,6.19,46.37
29:01.7,1.44,4.32,6.23,46.39
29:02.2,1.44,4.32,6.21,46.37
29:02.7,1.44,4.32,6.22,46.41
29:03.2,1.44,4.32,6.22,46.41
29:03.7,1.44,4.32,6.23,46.39
29:04.2,1.45,4.32,6.28,46.45
29:04.7,1.44,4.32,6.23,46.49
29:05.2,1.44,4.32,6.21,46.49
29:05.7,1.43,4.32,6.18,46.49
29:06.2,1.44,4.32,6.23,46.49
29:06.7,1.44,4.33,6.22,46.49
29:07.2,1.44,4.32,6.23,46.49
29:07.7,1.44,4.32,6.23,46.53
29:08.2,1.45,4.32,6.25,46.49
29:08.7,1.44,4.32,6.21,46.51
29:09.2,1.44,4.32,6.23,46.53
29:09.7,1.44,4.32,6.21,46.53
29:10.2,1.44,4.32,6.23,46.57
29:10.7,1.44,4.33,6.23,46.53
29:11.2,1.44,4.32,6.22,46.53
29:11.7,1.44,4.32,6.22,46.53
29:12.2,1.44,4.32,6.22,46.57
29:12.7,1.44,4.32,6.21,46.57
29:13.2,1.44,4.32,6.23,46.57
29:13.7,1.44,4.32,6.22,46.59
29:14.2,1.44,4.31,6.2,46.57
29:14.7,1.44,4.32,6.22,46.59
29:15.2,1.44,4.32,6.23,46.59
29:15.8,1.44,4.32,6.24,46.59
29:16.3,1.44,4.32,6.24,46.71
29:16.8,1.44,4.32,6.24,46.71
29:17.3,1.44,4.32,6.23,46.65
29:17.8,1.44,4.32,6.21,46.73
29:18.3,1.44,4.32,6.22,46.69
29:18.8,1.44,4.32,6.22,46.75
29:19.3,1.44,4.33,6.24,46.79
29:19.8,1.44,4.32,6.22,46.79
29:20.3,1.45,4.32,6.24,46.79
29:20.8,1.45,4.32,6.26,46.71
29:21.3,1.45,4.32,6.26,46.81
29:21.8,1.44,4.33,6.24,46.83
29:22.3,1.44,4.32,6.22,46.83
29:22.8,1.44,4.32,6.2,46.85
29:23.3,1.44,4.32,6.25,46.83
29:23.8,1.44,4.32,6.22,46.81
29:24.3,1.44,4.32,6.23,46.91
29:24.8,1.44,4.32,6.24,46.87
29:25.3,1.44,4.32,6.22,46.85
29:25.8,1.45,4.33,6.26,46.91
29:26.3,1.44,4.32,6.23,46.87
29:26.8,1.44,4.32,6.21,46.87
29:27.3,1.44,4.32,6.23,46.97
29:27.8,1.44,4.32,6.23,46.97
29:28.3,1.45,4.33,6.29,46.91
29:28.8,1.43,4.32,6.2,46.95
29:29.3,1.44,4.32,6.22,46.99
29:29.8,1.44,4.32,6.22,46.97
29:30.3,1.45,4.32,6.26,46.95
29:30.8,1.44,4.32,6.22,46.99
29:31.3,1.44,4.32,6.23,47.07
29:31.8,1.44,4.32,6.21,47.05
29:32.3,1.44,4.32,6.22,47.07
29:32.8,1.44,4.33,6.22,47.03
29:33.3,1.44,4.32,6.23,47.07
29:33.8,1.44,4.32,6.22,47.05
29:34.3,1.44,4.32,6.21,47.09
29:34.8,1.45,4.32,6.26,47.07
29:35.3,1.44,4.32,6.22,47.11
29:35.8,1.44,4.32,6.24,47.07
29:36.3,1.44,4.32,6.22,47.15
29:36.8,1.44,4.32,6.22,47.09
29:37.3,1.44,4.32,6.24,47.11
29:37.8,1.43,4.32,6.19,47.15
29:38.3,1.45,4.32,6.25,47.15
