experiment_id,batch_size,learning_rate,max_seq_len,pre_train_loss,pre_train_acc,post_train_loss,post_train_acc,precision,recall,f1_score
bs_8_lr_0.01_seq_10,8,0.01,10,1.7986576074327343,0.19879776114016495,0.3156636145816624,0.893708095197475,0.8914038836472011,0.8860717305001604,0.8875368700343633
bs_8_lr_0.01_seq_20,8,0.01,20,1.8119709338926362,0.16121476084890718,0.40815615751684875,0.8667316017316017,0.870775606223878,0.8546308413738298,0.8587448661123955
bs_8_lr_0.01_seq_30,8,0.01,30,1.7838319436850791,0.21246108891406762,0.4870730911653336,0.8236150038762,0.8242282465776347,0.8156397046170543,0.8148644804484289
bs_8_lr_0.01_seq_40,8,0.01,40,1.792552789675644,0.1261437908496732,0.49350929047936704,0.8294117647058823,0.8477653442020019,0.8087020736619447,0.8157366335103818
bs_8_lr_0.001_seq_10,8,0.001,10,1.802084144329735,0.17074573980144225,0.23297616246274222,0.9348633521217332,0.932437597628341,0.9351150495812541,0.9325917729326045
bs_8_lr_0.001_seq_20,8,0.001,20,1.788188075711163,0.18169570267131244,0.286438622409356,0.9083470594446205,0.9077956038321526,0.9077667459797565,0.9061743145166284
bs_8_lr_0.001_seq_30,8,0.001,30,1.801119132329984,0.14900471107400562,0.2955658177301393,0.9066742202874352,0.9059298923697977,0.9068202010566007,0.903636730915867
bs_8_lr_0.001_seq_40,8,0.001,40,1.7918936596976387,0.20718954248366014,0.4139095288354392,0.8594771241830065,0.8628929018076459,0.8518374301231283,0.8529414377172699
bs_8_lr_0.1_seq_10,8,0.1,10,1.8175969247553163,0.11747019337397227,1.482967840662303,0.37962913142474686,0.1867479837661998,0.29850541456900664,0.20110309547434727
bs_8_lr_0.1_seq_20,8,0.1,20,1.7889451679943256,0.19625488332805405,1.7033211700881803,0.2840169992609017,0.09712170221206022,0.20165408414087657,0.10856411611977379
bs_8_lr_0.1_seq_30,8,0.1,30,1.7946955935971682,0.1392402647742859,1.7549607769151556,0.24671834933508258,0.041119724889180434,0.16666666666666666,0.06587792723754952
bs_8_lr_0.1_seq_40,8,0.1,40,1.8196845092025455,0.15816993464052287,1.7132720442379223,0.2862745098039216,0.06549788902730079,0.18990063971689125,0.09306143571798223
bs_8_lr_0.0001_seq_10,8,0.0001,10,1.8082024932852103,0.17077316780293836,0.3660901804298236,0.8734578310881304,0.8765446614909995,0.8627509240593426,0.8666886257970556
bs_8_lr_0.0001_seq_20,8,0.0001,20,1.8069816825412768,0.12155105057544083,0.4845421772284614,0.8218889240840459,0.832222625013625,0.8169528379172324,0.8181848712362602
bs_8_lr_0.0001_seq_30,8,0.0001,30,1.7930303219325983,0.1821861768739937,0.532966410151406,0.7772616136919315,0.7703538476951579,0.7663914796089604,0.7532554142500343
bs_8_lr_0.0001_seq_40,8,0.0001,40,1.805616200827306,0.16405228758169935,0.7257032953446207,0.7248366013071894,0.717739330537272,0.6933384498501154,0.6849319426658571
bs_16_lr_0.01_seq_10,16,0.01,10,1.7835732762364997,0.20755700496722418,0.2554831282939679,0.9193146936659689,0.9172551174645557,0.9141824455758496,0.914912545989354
bs_16_lr_0.01_seq_20,16,0.01,20,1.7949000150013745,0.16575757575757577,0.38280134430658824,0.8703325942350333,0.8751721497634938,0.8569722493899892,0.8598400462259491
bs_16_lr_0.01_seq_30,16,0.01,30,1.790767377357988,0.1905265668793607,0.465624306533278,0.8177112529071501,0.8377466604405661,0.8051812152131724,0.8075447119077908
bs_16_lr_0.01_seq_40,16,0.01,40,1.8117641899320815,0.12745098039215685,0.5779859711726506,0.788235294117647,0.7927664133417598,0.7580078632748466,0.7570493810902907
bs_16_lr_0.001_seq_10,16,0.001,10,1.8007984405985382,0.1600635174771488,0.188165593690434,0.9394053766756999,0.9366139555066392,0.9358063882012534,0.9357315114165123
bs_16_lr_0.001_seq_20,16,0.001,20,1.8121726275451984,0.15017579980994616,0.2570434168124514,0.9161593284764017,0.9135639701311808,0.9123156314532214,0.9114726066996367
bs_16_lr_0.001_seq_30,16,0.001,30,1.7937506467409285,0.18663963265549527,0.33959369004226814,0.8890798497227026,0.8849449978769581,0.8889754139460994,0.8843493097803453
bs_16_lr_0.001_seq_40,16,0.001,40,1.8063713782753041,0.1281045751633987,0.39421830255221696,0.8653594771241832,0.8689254345057398,0.8589792311093154,0.8597176173337889
bs_16_lr_0.1_seq_10,16,0.1,10,1.8070973674178383,0.14177048405829434,1.3423086453819113,0.39972913208091915,0.2448887010012129,0.32608516413781946,0.23268692271513838
bs_16_lr_0.1_seq_20,16,0.1,20,1.7969219732078123,0.1670478302185619,1.3809801244775994,0.4240634568683349,0.275719330325244,0.33681374575107365,0.24971935934231554
bs_16_lr_0.1_seq_30,16,0.1,30,1.8031472349200992,0.14510823543443258,1.4778488232105718,0.37223209493708626,0.16995154515623506,0.276919284604953,0.17984753975076834
bs_16_lr_0.1_seq_40,16,0.1,40,1.8177933505937165,0.169281045751634,1.732113541652954,0.2542483660130719,0.07483069310586758,0.17685185185185184,0.08195567841130229
bs_16_lr_0.0001_seq_10,16,0.0001,10,1.796464253329423,0.1608851764119187,0.4385178666465155,0.8486689545206991,0.850174459586461,0.8313530909626661,0.8376551669463377
bs_16_lr_0.0001_seq_20,16,0.0001,20,1.7979311894867014,0.1745127230493084,0.6390681929091644,0.7390059127864006,0.7196221261644051,0.7105009262843075,0.6966344531760036
bs_16_lr_0.0001_seq_30,16,0.0001,30,1.8049200324368424,0.17884429602242233,0.6160680210548419,0.7762895819667243,0.7797675203858545,0.7597131591799605,0.7535448471204546
bs_16_lr_0.0001_seq_40,16,0.0001,40,1.8033520132887595,0.1790849673202614,0.7610978433509278,0.7130718954248366,0.746999659010688,0.6824877511602162,0.6739574539528517
bs_32_lr_0.01_seq_10,32,0.01,10,1.8116268763288332,0.1485885077986076,0.2479569192801873,0.9215826875504434,0.9166338047282949,0.918216888416812,0.9162439058070667
bs_32_lr_0.01_seq_20,32,0.01,20,1.8091124316664509,0.1332657586316123,0.27964757280529845,0.9103040861577446,0.9101732018193781,0.8988232088216647,0.9027473085444466
bs_32_lr_0.01_seq_30,32,0.01,30,1.7997140369381732,0.18716202516548394,0.5107100352074964,0.8114473134951398,0.8345071303880551,0.7988486207891178,0.7993526197464982
