experiment_id,batch_size,learning_rate,max_seq_len,pre_train_loss,pre_train_acc,post_train_loss,post_train_acc,precision,recall,f1_score
bs_32_lr_0.01_seq_40,32,0.01,40,1.818970907747356,0.1522875816993464,0.6373724688112345,0.7496732026143791,0.7567371540199177,0.7324389277672612,0.7268718407837598
bs_32_lr_0.001_seq_10,32,0.001,10,1.7980939963212497,0.20982749230637995,0.18167954131046113,0.9415107710680516,0.9409825893154915,0.9344865193422589,0.9368784350802629
bs_32_lr_0.001_seq_20,32,0.001,20,1.8069715839232328,0.15080508921972338,0.28907831582889865,0.9034837926301341,0.9095504569017594,0.8970578659126067,0.9016453660538593
bs_32_lr_0.001_seq_30,32,0.001,30,1.8045504147200717,0.14554952591090703,0.42765209043014946,0.8490464547677263,0.8609397065154495,0.834227363715382,0.8347765961516149
bs_32_lr_0.001_seq_40,32,0.001,40,1.8011913257486682,0.16535947712418303,0.5109569932608043,0.8150326797385621,0.807076027681539,0.8052301749165351,0.7993962010743333
bs_32_lr_0.1_seq_10,32,0.1,10,1.8035474172776553,0.11569104784152126,1.2697992785201033,0.4428195723069049,0.26246276254385925,0.34467365080414375,0.2401132980871524
bs_32_lr_0.1_seq_20,32,0.1,20,1.8068072652393858,0.15306725794530673,1.5604551395278912,0.35360838348643225,0.14735725110369766,0.2633016314038287,0.16826469252054385
bs_32_lr_0.1_seq_30,32,0.1,30,1.8038283838754592,0.1719697060051285,1.4752691003812635,0.3743192796231141,0.2529555866155028,0.2964676867462803,0.22591810636869894
bs_32_lr_0.1_seq_40,32,0.1,40,1.7971539408552881,0.14313725490196078,1.4132657513898963,0.4150326797385621,0.16350674360872378,0.30208235147423157,0.1981996764510436
bs_32_lr_0.0001_seq_10,32,0.0001,10,1.8133245286250108,0.13074941436623602,0.5265495303288239,0.8079971653357306,0.819131561535945,0.7885731802446512,0.7926330307049693
bs_32_lr_0.0001_seq_20,32,0.0001,20,1.805853271861978,0.13131401119205996,0.6883086812094668,0.7315352127547249,0.7361976351007404,0.7087684077968038,0.7043267451667903
bs_32_lr_0.0001_seq_30,32,0.0001,30,1.8003695013183438,0.16218498419703023,0.7476389399077571,0.7157123263164171,0.7183241554855505,0.6895621209013564,0.6770353895499446
bs_32_lr_0.0001_seq_40,32,0.0001,40,1.802685106813518,0.1392156862745098,0.8771302912749496,0.6562091503267974,0.6178942433046154,0.6056679838152019,0.5717799417045522
