Trial_No,Model,Train_Time_Sec,Best_Fold,Best_F1,Best_Loss,Avg_F1,Avg_Loss,Params
0,LSTM,862.06,4,0.9263184329482671,0.2045418191769727,0.8835284450977576,0.550926548630845,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.014299973357539679, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
1,LSTM,547.71,4,0.9339664506967249,0.20597807710744048,0.8879989014815163,0.3709879338488347,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.020461114001765243, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
2,LSTM,486.75,4,0.9155835913177278,0.2117792743269092,0.8816379172447769,0.33443882258574853,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.058475463629097835, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
3,LSTM,411.78,4,0.934667653222238,0.18135157132614382,0.8968370586935126,0.3932676439628626,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.014946164991126316, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
4,LSTM,397.61,2,0.9271800783885797,0.27763092456792293,0.8956874629354274,0.31585979660318036,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.03486125490774891, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
5,LSTM,397.98,2,0.9627460521244138,0.2145866263992337,0.8993439513639803,0.6951310598042852,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.01715114957444297, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
6,LSTM,678.43,2,0.9546877136423045,0.47421447009864137,0.9063309600505048,0.3468271349352611,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.06395843822221244, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
7,LSTM,676.42,4,0.9232279464838844,0.250894109844278,0.8822783885649006,0.5275570273807252,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.016524903798352295, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.3}"
8,LSTM,636.15,4,0.9200091809102644,0.19532695593827945,0.8741743061593095,0.5755574690113574,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.010650441355944073, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.4}"
9,LSTM,636.11,1,0.9244522704382878,0.2504168207292408,0.8876598016533148,0.4467595386198579,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.019846311353436237, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
10,LSTM,738.99,4,0.9272509717414353,0.21230730607057371,0.8940601844307251,0.3363307842555016,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.06119829669636846, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.4}"
11,LSTM,391.49,1,0.9436446367350471,0.22114627375707646,0.8939642189029066,0.6042552042011219,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.013270992036399337, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
12,LSTM,780.03,2,0.9299752032944393,0.4364722822778152,0.8911122741042636,0.4426534826558196,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.05280665885119814, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.4}"
13,LSTM,396.55,4,0.9217258065377703,0.19926176502905593,0.8782824306845083,0.568591272098336,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.014592510438377646, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
14,LSTM,466.81,4,0.9273881667094371,0.20568656898990967,0.8968269067523138,0.3261379667915339,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.06534682229249768, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
15,LSTM,819.63,4,0.9368628180099781,0.21972161948975852,0.894149014926667,0.31108721674837225,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.07384688291662025, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.3}"
16,LSTM,444.22,2,0.9419238920087094,0.4717840557067409,0.9099818117284355,0.29304166007397925,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.06602704855482586, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
17,LSTM,460.08,1,0.9571507373553814,0.19499591665917515,0.8921035616970073,0.5035533522071945,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.02731774382828449, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
18,LSTM,776.63,2,0.9473921161731879,0.4344577348198403,0.895350086938163,0.3098743506936293,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.039004251846394986, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
19,LSTM,426.26,2,0.9290032270598437,0.2396348125859566,0.8951215825161754,0.36952371547994745,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.03016655800154815, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
20,LSTM,677.0,2,0.959033309323472,0.3421105499857566,0.8983757830702146,0.357159737424502,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.01084014178060724, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
21,LSTM,396.07,4,0.926100330179093,0.19960767562950252,0.8811756415288853,0.4804484256961783,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.020104451203717056, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
22,LSTM,390.71,4,0.9200790074070101,0.21070218249895162,0.8595860742322357,0.40049662289800575,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.018671517633975464, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
23,LSTM,398.06,4,0.9362387291423664,0.2022123228702128,0.9058023940515649,0.34592481624236004,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.013412824214209066, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
24,LSTM,391.77,4,0.9280000408152378,0.1978872833787136,0.8854643030008802,0.5459353325807975,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.02211245906081016, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
