Trial_No,Model,Train_Time_Sec,Best_Fold,Best_F1,Best_Loss,Avg_F1,Avg_Loss,Params
25,LSTM,738.15,4,0.929152112664013,0.2176219813271473,0.8924192172522943,0.49832932627815485,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.0535714556194035, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.4}"
26,LSTM,403.81,4,0.9151096820935927,0.2142803380720815,0.8804141129939127,0.46428988962456497,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.02505458774924255, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
27,LSTM,393.44,1,0.9206328383059282,0.36307030608541235,0.8862075283006561,0.33439106622518366,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.03203780716145445, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
28,LSTM,676.76,4,0.9356713537358698,0.23283399751123957,0.9005908405659303,0.26840944712658166,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.05275926039823132, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
29,LSTM,407.13,2,0.9332730886715506,0.6341016688861342,0.8979858483928499,0.3572830781262157,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.04192180896449545, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
30,LSTM,744.54,4,0.9217541851595146,0.23305674662351078,0.8919355145226305,0.46973889383264955,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.061319640221421216, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
31,LSTM,740.4,4,0.9264069353278479,0.21166394437059718,0.8893122909775155,0.3200492860315135,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.07636238666733562, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.4}"
32,LSTM,802.08,4,0.9261170514091488,0.18799603765822112,0.9004740098836101,0.2807301563521259,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.06941572865893546, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.4}"
33,LSTM,502.87,4,0.9380615060969328,0.22455376428353047,0.8897649244830864,0.42535746852203093,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.05993045101549747, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
34,LSTM,477.37,4,0.9303974821937167,0.17097274635321608,0.8890431388098954,0.3667369022898531,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.024610965730784747, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
35,LSTM,435.63,4,0.9241564856480646,0.21182371339273232,0.8885122536902295,0.28507346034463,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.013628830032920633, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
36,LSTM,938.9,2,0.9462012908789226,0.2691039013770897,0.8940614199813425,0.3388533612735175,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.04405100664418093, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
37,LSTM,657.7,4,0.9351600412839449,0.20574018284293538,0.8939988788685511,0.4914427265709736,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.03842325788308696, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
38,LSTM,542.8,1,0.921919647174573,0.29730657372409364,0.8872647900509044,0.48271665536966807,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.02572559886291245, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
39,LSTM,732.63,4,0.9207021207177813,0.19059176503458553,0.8779821288755378,0.43374055099191977,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.015302240502797337, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.3}"
40,LSTM,803.29,4,0.9398940339538444,0.23254001942169894,0.8906821723720295,0.38764132141645563,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.07328973766858232, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.4}"
41,LSTM,409.92,4,0.9309747441422214,0.18464860573424896,0.8834862370704721,0.3794554154085421,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.02646738382518304, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
42,LSTM,636.26,2,0.9357606152209406,0.4589140714059361,0.8965216546309589,0.35153857736064953,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.05294622699884053, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.3}"
43,LSTM,395.28,4,0.9246661064724934,0.21027204980999792,0.8411994844499958,0.32361805313678904,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.052767014802622116, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
44,LSTM,409.63,1,0.9392894063929956,0.3355761497193932,0.8960000987352459,0.43163109879713557,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.04382640151100619, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
45,LSTM,395.83,4,0.9276928477196197,0.20061816729077667,0.8830061510431673,0.4231141067327101,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.028779811707624302, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
46,LSTM,635.69,4,0.9248629072858079,0.23538236897710843,0.8797853967097151,0.40461188692278327,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.011678793837029855, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.4}"
47,LSTM,390.13,4,0.9246277696520888,0.19457103025048653,0.901266112999736,0.3858964672703423,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.024530731572127904, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
48,LSTM,409.02,4,0.9442758077626499,0.18637626712797567,0.8936465226967469,0.36835862473106085,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.029372185324741094, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
49,LSTM,411.37,2,0.9349080958227598,0.361891039949879,0.8885056416910284,0.6438824386119296,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.01342217021088216, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
50,LSTM,391.02,2,0.9526313313692364,0.4036650208925659,0.9056384887649491,0.3056357709923301,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.07328973766858232, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
51,LSTM,636.05,4,0.9193003118933891,0.19712452150210077,0.8854952240534126,0.3974289350768939,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.01342217021088216, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.4}"
52,LSTM,396.69,2,0.9362424492562951,0.3849936703128895,0.8917456892880548,0.44610931209834553,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.014946164991126316, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
53,LSTM,676.74,4,0.9257667611903064,0.22426207002801743,0.8841545427789249,0.57800467342974,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.011563130651866134, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.5}"
54,LSTM,396.14,4,0.9601032488661155,0.16921626934116035,0.9131555001479592,0.34847417353187027,"{""seq_len"": 10, ""batch_size"": 128, ""lr"": 0.078726835705465, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
55,LSTM,406.59,4,0.9221216706813291,0.19480117889675896,0.8826419402468992,0.41674213008507516,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.020104451203717056, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.3}"
56,LSTM,415.64,4,0.9156130905571351,0.18996919868146178,0.8810654043389121,0.37007505683866004,"{""seq_len"": 5, ""batch_size"": 128, ""lr"": 0.013270992036399337, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
57,LSTM,404.87,1,0.9694980871641454,0.20378087105683562,0.9146413085630826,0.3398279754478411,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.05275926039823132, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.5}"
58,LSTM,391.44,2,0.9560697526668769,0.30856286600487953,0.8970868691820624,0.3248713686230442,"{""seq_len"": 12, ""batch_size"": 128, ""lr"": 0.03016655800154815, ""hidden_dim"": 64, ""num_layers"": 3, ""dropout"": 0.4}"
59,LSTM,678.09,4,0.935772533197885,0.3581900559443833,0.8932335897566871,0.36127219433125923,"{""seq_len"": 7, ""batch_size"": 128, ""lr"": 0.07636238666733562, ""hidden_dim"": 128, ""num_layers"": 3, ""dropout"": 0.3}"
