time,current,voltage,temp_C,power
21:45:14,1.28,3.895,35.6,4.9856
21:45:15,0.844,3.895,35.6,3.28738
21:45:16,1.139,3.895,35.6,4.436405
21:45:17,1.259,3.895,35.6,4.903805
21:45:18,1.242,3.895,35.6,4.83759
21:45:19,1.296,3.895,35.6,5.04792
21:45:20,1.296,3.895,35.6,5.04792
21:45:21,1.266,3.895,35.6,4.93107
21:45:22,1.228,3.895,35.6,4.78306
21:45:23,1.248,3.895,35.6,4.86096
21:45:24,1.242,3.895,35.6,4.83759
21:45:25,1.301,3.895,35.6,5.067395
21:45:26,1.113,3.895,35.6,4.335135
21:45:27,1.137,3.895,35.6,4.428615
21:45:28,1.024,3.895,35.6,3.98848
21:45:29,1.211,3.895,35.6,4.716845
21:45:30,1.307,3.895,35.6,5.090765
21:45:31,1.179,3.917,35.6,4.618143
21:45:33,1.214,3.917,35.6,4.755238
21:45:34,1.227,3.915,35.6,4.803705
21:45:35,1.269,3.915,35.6,4.968135
21:45:36,1.299,3.915,35.6,5.085585
21:45:37,1.305,3.915,35.6,5.109075
21:45:38,1.301,3.915,35.6,5.093415
21:45:39,1.303,3.919,35.6,5.106457
21:45:40,1.294,3.921,35.6,5.073774
21:45:41,1.279,3.921,35.6,5.014959
21:45:42,1.293,3.921,35.6,5.069853
21:45:43,1.297,3.921,35.6,5.085537
21:45:44,1.309,3.921,35.6,5.132589
21:45:45,1.308,3.921,35.6,5.128668
21:45:46,0.628,3.921,35.6,2.462388
21:45:47,0.995,3.921,35.6,3.901395
21:45:48,1.133,3.921,35.6,4.442493
21:45:49,1.192,3.921,35.6,4.673832
21:45:50,0.996,3.921,35.6,3.905316
21:45:51,1.004,3.921,35.6,3.936684
21:45:52,1.19,3.921,35.6,4.66599
21:45:53,1.178,3.921,35.6,4.618938
21:45:54,0.974,3.921,35.6,3.819054
21:45:55,1.154,3.921,35.6,4.524834
21:45:56,0.97,3.921,35.6,3.80337
21:45:57,1.152,3.921,35.6,4.516992
21:45:58,1.175,3.921,35.6,4.607175
21:45:59,1.261,3.921,35.6,4.944381
21:46:00,1.256,3.921,35.6,4.924776
21:46:01,1.179,3.921,35.6,4.622859
21:46:02,1.197,3.92,35.6,4.69224
21:46:03,1.25,3.92,35.6,4.9
21:46:04,1.176,3.92,35.6,4.60992
21:46:05,1.193,3.92,35.6,4.67656
21:46:06,1.144,3.92,35.6,4.48448
21:46:07,1.108,3.92,35.6,4.34336
21:46:08,1.094,3.92,35.6,4.28848
21:46:09,1.225,3.92,35.6,4.802
21:46:10,1.214,3.92,35.6,4.75888
21:46:11,1.22,3.92,35.6,4.7824
21:46:12,1.214,3.92,35.6,4.75888
21:46:13,1.223,3.92,35.6,4.79416
21:46:14,0.849,3.92,35.6,3.32808
21:46:15,0.921,3.92,35.6,3.61032
21:46:16,1.165,3.92,35.6,4.5668
21:46:17,1.21,3.92,35.6,4.7432
21:46:18,1.212,3.92,35.6,4.75104
21:46:19,1.213,3.92,35.6,4.75496
21:46:20,1.209,3.92,35.6,4.73928
21:46:21,1.231,3.92,35.6,4.82552
